GEOID,NAME,GEOID10,18TOT,18TOTme,18BLACK,18Bme,2018,17TOT,17TOTme,17BLACK,17Bme,2017,16TOT,16TOTme,16BLACK,16Bme,2016,15TOT,15TOTme,15BLACK,15Bme,2015,14TOT,14TOTme,14BLACK,14Bme,2014,13TOT,13TOTme,13BLACK,13Bme,2013
1500000US210670040012,"Block Group 2, Census Tract 40.01, Fayette County, Kentucky",210670040012,986,215,909,219,92.19,1798,361,1657,369,92.16,1791,296,1732,300,96.71,1757,334,1736,334,98.8,1795,275,1631,267,90.86,1382,275,762,265,55.14
1500000US210670038022,"Block Group 2, Census Tract 38.02, Fayette County, Kentucky",210670038022,485,140,485,140,100,1746,349,1613,357,92.38,1649,269,1520,282,92.18,1860,392,1728,431,92.9,2097,451,1889,476,90.08,1906,409,1555,340,81.58
1500000US210670038021,"Block Group 1, Census Tract 38.02, Fayette County, Kentucky",210670038021,449,122,425,120,94.65,1475,377,1425,378,96.61,1606,304,1564,301,97.38,1367,373,1351,374,98.83,1350,366,1233,361,91.33,825,168,780,164,94.55
1500000US210670003001,"Block Group 1, Census Tract 3, Fayette County, Kentucky",210670003001,286,118,118,75,41.26,2653,337,2392,343,90.16,2393,332,2157,352,90.14,2157,367,1916,342,88.83,2022,328,1758,325,86.94,1718,265,1710,264,99.53
1500000US210670020011,"Block Group 1, Census Tract 20.01, Fayette County, Kentucky",210670020011,806,444,293,144,36.35,2217,357,1917,348,86.47,2194,352,1903,393,86.74,2520,416,2133,406,84.64,2629,484,2193,431,83.42,1772,257,1640,266,92.55
1500000US210670039182,"Block Group 2, Census Tract 39.18, Fayette County, Kentucky",210670039182,2445,327,2232,339,91.29,2005,269,1909,265,95.21,1890,193,1715,177,90.74,1926,240,1749,241,90.81,1875,258,1741,247,92.85,769,163,749,162,97.4
1500000US210670040033,"Block Group 3, Census Tract 40.03, Fayette County, Kentucky",210670040033,2334,364,2150,368,92.12,1865,239,1568,236,84.08,1808,176,1602,178,88.61,1891,250,1714,218,90.64,1947,249,1746,248,89.68,2328,258,1407,197,60.44
1500000US210670040071,"Block Group 1, Census Tract 40.07, Fayette County, Kentucky",210670040071,866,151,851,146,98.27,3116,480,2491,434,79.94,3082,587,2443,537,79.27,2848,485,2509,463,88.1,2744,413,2471,421,90.05,1994,522,1425,462,71.46
1500000US210670041032,"Block Group 2, Census Tract 41.03, Fayette County, Kentucky",210670041032,1251,175,962,150,76.9,3801,465,2599,402,68.38,3715,484,2658,429,71.55,4388,617,3183,653,72.54,4473,653,3277,625,73.26,2031,406,1490,396,73.36
1500000US210670041043,"Block Group 3, Census Tract 41.04, Fayette County, Kentucky",210670041043,947,214,924,217,97.57,1995,346,1821,324,91.28,1973,321,1838,303,93.16,1838,349,1771,350,96.35,1636,277,1573,289,96.15,2786,385,2369,360,85.03
1500000US210670041053,"Block Group 3, Census Tract 41.05, Fayette County, Kentucky",210670041053,680,177,622,164,91.47,2258,239,2080,258,92.12,2293,256,2119,278,92.41,2251,244,2092,271,92.94,2235,286,2198,285,98.34,1499,317,1173,316,78.25
1500000US210670041071,"Block Group 1, Census Tract 41.07, Fayette County, Kentucky",210670041071,1150,281,1001,245,87.04,1480,250,1096,218,74.05,1381,268,1064,226,77.05,1436,324,1105,268,76.95,1410,254,1128,223,80,1996,471,1128,335,56.51
1500000US210670042043,"Block Group 3, Census Tract 42.04, Fayette County, Kentucky",210670042043,1800,354,1735,357,96.39,3330,338,2807,355,84.29,3326,345,2662,321,80.04,3354,352,2784,315,83.01,3066,368,2458,300,80.17,1694,513,1126,452,66.47
