GEOID,NAME,GEOID10,18TOT,18TOTme,18BLACK,18Bme,2018,17TOT,17TOTme,17BLACK,17Bme,2017,16TOT,16TOTme,16BLACK,16Bme,2016,15TOT,15TOTme,15BLACK,15Bme,2015,14TOT,14TOTme,14BLACK,14Bme,2014,13TOT,13TOTme,13BLACK,13Bme,2013
1500000US210670039161,"Block Group 1, Census Tract 39.16, Fayette County, Kentucky",210670039161,11,16,0,11,0,1459,338,110,145,7.54,1327,373,168,222,12.66,1339,390,189,240,14.12,1184,395,191,246,16.13,1158,179,12,19,1.04
1500000US210670039162,"Block Group 2, Census Tract 39.16, Fayette County, Kentucky",210670039162,558,93,8,12,1.43,951,288,542,262,56.99,1135,332,590,297,51.98,1148,341,533,318,46.43,1036,303,483,289,46.62,17,15,0,11,0
1500000US210670039171,"Block Group 1, Census Tract 39.17, Fayette County, Kentucky",210670039171,1399,184,196,163,14.01,1371,451,357,405,26.04,1053,332,246,293,23.36,1077,254,91,128,8.45,1154,268,97,145,8.41,0,11,0,11,#DIV/0!
1500000US210670039172,"Block Group 2, Census Tract 39.17, Fayette County, Kentucky",210670039172,32,19,7,9,21.88,848,197,84,117,9.91,827,173,124,137,14.99,862,214,194,162,22.51,992,263,181,162,18.25,791,272,0,11,0
1500000US210670039173,"Block Group 3, Census Tract 39.17, Fayette County, Kentucky",210670039173,0,11,0,11,#DIV/0!,1012,197,391,198,38.64,1286,269,504,242,39.19,1470,280,525,248,35.71,1252,286,431,243,34.42,1518,296,0,11,0
1500000US210670039181,"Block Group 1, Census Tract 39.18, Fayette County, Kentucky",210670039181,813,197,96,87,11.81,1275,281,347,193,27.22,1166,296,248,183,21.27,1249,291,289,202,23.14,1179,271,217,171,18.41,1943,349,75,68,3.86
1500000US210670033001,"Block Group 1, Census Tract 33, Fayette County, Kentucky",210670033001,1833,310,8,14,0.44,1144,212,87,70,7.6,1225,206,115,118,9.39,1202,226,136,140,11.31,1265,273,141,144,11.15,1798,375,99,135,5.51
1500000US210670024001,"Block Group 1, Census Tract 24, Fayette County, Kentucky",210670024001,1738,344,35,39,2.01,906,215,152,141,16.78,971,203,175,143,18.02,1059,235,99,117,9.35,897,192,113,128,12.6,2468,597,106,177,4.29
1500000US210670024003,"Block Group 3, Census Tract 24, Fayette County, Kentucky",210670024003,995,260,17,27,1.71,1331,234,255,162,19.16,1236,214,217,156,17.56,1087,230,255,201,23.46,1171,230,252,220,21.52,1743,361,42,45,2.41
1500000US210670025001,"Block Group 1, Census Tract 25, Fayette County, Kentucky",210670025001,1066,149,42,43,3.94,1392,223,39,59,2.8,1448,287,107,100,7.39,1673,289,234,157,13.99,1626,247,271,181,16.67,1561,290,0,11,0
1500000US210670034052,"Block Group 2, Census Tract 34.05, Fayette County, Kentucky",210670034052,2230,486,45,55,2.02,974,291,155,149,15.91,946,285,247,215,26.11,888,269,183,173,20.61,874,229,131,156,14.99,1721,241,16,24,0.93
1500000US210670034053,"Block Group 3, Census Tract 34.05, Fayette County, Kentucky",210670034053,1343,438,0,11,0,603,150,13,21,2.16,550,169,9,14,1.64,553,213,9,17,1.63,502,146,0,11,0,1931,114,36,40,1.86
1500000US210670036002,"Block Group 2, Census Tract 36, Fayette County, Kentucky",210670036002,1831,176,15,17,0.82,781,179,0,11,0,759,231,0,11,0,698,246,0,11,0,551,163,0,11,0,1167,112,0,11,0
1500000US210670036003,"Block Group 3, Census Tract 36, Fayette County, Kentucky",210670036003,1626,170,38,42,2.34,796,201,0,11,0,777,192,0,11,0,804,276,0,11,0,937,232,0,11,0,876,230,0,11,0
1500000US210670040031,"Block Group 1, Census Tract 40.03, Fayette County, Kentucky",210670040031,1287,391,0,11,0,1700,245,56,61,3.29,1579,226,46,64,2.91,1400,188,43,56,3.07,1452,243,44,61,3.03,992,158,21,26,2.12
1500000US210670019001,"Block Group 1, Census Tract 19, Fayette County, Kentucky",210670019001,3370,489,206,138,6.11,1352,282,13,21,0.96,1727,408,14,22,0.81,1527,336,9,16,0.59,1404,309,16,24,1.14,301,144,91,108,30.23
1500000US210670031022,"Block Group 2, Census Tract 31.02, Fayette County, Kentucky",210670031022,1239,248,0,11,0,3368,502,387,234,11.49,3515,467,311,210,8.85,3309,527,203,192,6.13,3512,484,235,204,6.69,1217,151,15,28,1.23
1500000US210670009003,"Block Group 3, Census Tract 9, Fayette County, Kentucky",210670009003,1356,471,81,95,5.97,1648,356,44,44,2.67,1550,339,146,157,9.42,1683,403,202,186,12,1597,361,190,179,11.9,1233,255,0,11,0
1500000US210670009001,"Block Group 1, Census Tract 9, Fayette County, Kentucky",210670009001,1472,461,69,89,4.69,1882,587,1117,458,59.35,1721,612,901,446,52.35,1947,638,1085,565,55.73,1868,665,957,527,51.23,2180,401,168,226,7.71
1500000US210670013001,"Block Group 1, Census Tract 13, Fayette County, Kentucky",210670013001,952,212,142,173,14.92,957,343,549,341,57.37,909,305,556,284,61.17,844,350,506,316,59.95,569,256,203,224,35.68,931,224,0,11,0
