GEOID10,NAME,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
470370154013,154.01.3,1.61,6.25,5.57,6.9,5.28,7.94,5.01,5.33,4.34,3.81,3.25,4.28,5.23,3.96,5.55,3.68
470370154021,154.02.1,4.37,8.65,2.85,4.24,5.59,6.93,6.86,6.79,8.08,5.33,1.29,14.94,6.02,8.17,6.79,2.2
470370154022,154.02.2,1.67,5.03,20.2,11.82,11.86,15.31,25.6,11.99,5.15,6.9,1.66,3.19,7.69,11.88,2.87,6.94
470370154023,154.02.3,20.26,3.11,4.66,6.21,10.07,13.92,19.31,10.03,11.55,13.85,12.15,15,5.19,12.44,10.84,10
470370154024,154.02.4,12.52,8.09,12.66,11.37,14.19,20.26,12.04,14.91,18.28,22.17,17.73,12.12,14.62,16.5,12.49,9.52
470370154025,154.02.5,3.75,10.56,3.32,3.14,11.94,0,5.42,5.18,4.96,7.14,6.77,2.14,6.12,1.95,3.73,5.36
470370154041,154.04.1,16.79,20.28,31.09,23.29,25.17,24.78,13.51,19.74,11.84,25.83,12.05,6.63,9.92,9.48,11.1,19.67
470370154042,154.04.2,21,17.37,22.42,15.9,20.94,24.53,15.86,11.53,19.44,11.51,25.5,17.44,19.24,12.19,11.35,11.18
470370154043,154.04.3,2.53,3.28,1.83,2.21,1.48,2.61,3,2.64,4.55,3.05,2.22,2.86,1.74,3.03,2.29,1.59
470370154051,154.05.1,3.79,8.76,10.57,8.17,5.92,14.02,11.11,13.17,8.14,6.78,6.53,9.44,10.13,7.34,6.16,7.34
470370154052,154.05.2,17.63,14.09,13.43,13.67,14.18,13.29,17.3,12.41,12.14,9.85,9.59,8.9,8.5,6.67,6.19,5.94
470370155011,155.01.1,3.34,3.31,3.05,3.02,4.38,6.85,7.02,6.29,2,5.3,3.45,1.27,2.27,2.43,1.39,2.33
470370155012,155.01.2,2.7,2.5,6.98,8.7,8.16,7.69,12.73,10.34,8.2,4.69,0,0,4.38,1.43,1.4,0
470370155013,155.01.3,3.24,3.73,8.41,7.96,5.3,4.05,4.5,5.61,4.89,5.48,6.48,5.37,5.24,4.78,5.8,5
470370155021,155.02.1,14.88,6.47,13.6,11.44,8.86,12.1,8.21,12.54,4.98,7.79,6.78,3.53,8.54,6.18,4.88,5.36
470370155022,155.02.2,8.9,9.64,9.7,10.46,6.32,14.12,14.21,10.73,12.24,15.94,14.62,6.7,8.39,11.83,5.41,4.65
470370155023,155.02.3,2.62,5.24,3.28,5.26,3.29,3.29,6.6,8.59,2.65,5.96,5.07,3.64,4.66,2.8,4.32,2.08
470370156091,156.09.1,4.8,5.51,7.26,5.21,5.23,5.6,10.19,7.76,5.67,7.12,7.07,4.91,3.14,3.81,4.12,2.39
470370156092,156.09.2,7.51,5.4,5.99,4.27,3.94,4.53,6.28,6.75,6.07,5.11,5.33,6.1,4.68,5.68,6.28,9.13
470370156093,156.09.3,0,9.09,13.04,4.17,8,3.85,14.81,7.14,6.9,3.33,10.34,2.11,0,0,2.73,1.22
470370156101,156.10.1,2.4,2.13,1.85,2.37,1.31,3.66,2.86,3.37,2.32,3.08,1.76,2.71,2.17,0.95,2.55,2.73
470370156102,156.10.2,6.64,9.32,7.29,6.87,10.39,4.93,12.88,10.04,9.59,9.18,4.72,8.8,8.23,3.09,5.1,2.76
470370156103,156.10.3,11.22,9.3,9.46,10.78,10.38,14.26,14,12.11,9.57,11.67,12.42,11.96,11.44,9.19,10.22,9.6
470370156121,156.12.1,0,5.61,3.36,1.76,2.78,5.86,5.17,12.06,5.84,5,8.32,10.19,7.57,6.21,1.98,1.9
470370156122,156.12.2,6.75,5.84,6.79,7.08,10.87,11.2,20.93,25.07,22.75,27.05,30.29,25.04,16.29,12.81,19.82,17.66
470370156123,156.12.3,4.22,12.95,31.06,12.94,7.43,5.65,4.48,7.23,6.58,10.92,8.1,7.34,7.29,7.89,7.21,6.18
470370156124,156.12.4,6.84,8.09,9.97,15.48,11.48,10.43,12.46,20.89,21.86,22.22,15.98,16.25,7.14,5.22,5.46,3.79
470370156131,156.13.1,5.64,6.57,5.95,5.34,5.68,6.96,6.54,5.02,3.32,4.4,4.13,5.79,2.92,5.05,4.62,3.23
470370156132,156.13.2,6.22,4.57,0,1.47,5.76,4.24,8.32,2.72,9.37,7.89,2.55,11.16,7.23,3.52,2.28,1.11
470370156133,156.13.3,6.17,32.22,13.49,14.14,14.87,39.18,0,52.72,74.84,40,19.67,0,28.57,18.75,27.69,18.18
470370156134,156.13.4,12.83,12.94,14.32,9.95,15.21,8.81,7.24,4.98,5.02,4.39,5.21,7.23,9.73,14.41,8.26,6.91
470370156141,156.14.1,14.94,6.49,5.84,5.19,5.84,9.74,12.99,8.44,6.49,9.09,10.67,4.25,5.88,4.56,4.98,3.23
470370156142,156.14.2,9.51,9.59,11.11,8.53,7.01,11.28,13.87,10.61,8.96,9.6,6.77,6.05,3.63,3.37,3.61,1.92
470370156151,156.15.1,12.49,18.62,14.97,8.54,8.11,12.31,4.78,4.2,6.3,5.95,4.5,5.55,7.51,7.94,7.03,5.13
470370156152,156.15.2,8.22,10.18,7.05,10.96,8.44,13.07,11.84,16.55,12,7.38,13.09,11.49,14.33,9.74,8.92,6.4
470370156171,156.17.1,14.11,14.23,8.2,18.6,20.83,23.11,25.42,8.55,10.78,13.04,24.91,11.92,11.43,10.98,3.52,8.47
470370156172,156.17.2,3.64,3.05,4.82,7.63,7.17,6.67,8.12,9.78,7.02,7.59,9.66,9.23,9.94,9.54,7.13,1.96
470370156181,156.18.1,8.52,9.89,5.62,8.38,4.17,22.1,17.86,6.83,19.02,9.46,10.3,11.07,11.76,11.28,8.66,4.17
470370156182,156.18.2,8.77,7.38,4.85,9.36,12.39,14.42,15.95,19.98,16.76,16.56,9.74,18.64,14.53,9.12,4.65,5.47
470370156183,156.18.3,19.74,9.43,9.04,8.67,19.44,16.04,23.2,4.98,9.62,4.65,11.03,8.39,10,7.64,3.66,8.77
470370156184,156.18.4,12.35,28.97,19.54,14.44,18.28,22.22,17.85,16.01,11.43,12.35,7.42,10.57,12.67,12.23,10.8,7.96
470370156191,156.19.1,0,7.94,0,9.9,12.5,17.99,3.16,39.55,20.41,11.63,21.58,20.13,9.43,5.33,8.38,15.87
470370156192,156.19.2,5.18,9.71,9.13,17.24,8.16,11.63,29.52,17.61,16.84,6.45,12.5,24.24,8.82,14.29,16.67,10.81
470370156193,156.19.3,16.22,4.55,11.76,6.9,3.08,7.41,7.59,8.53,5.73,9.33,8.81,6.56,5.67,3.78,3.61,4.43
470370156201,156.20.1,8.49,4.15,13.1,4.74,5.19,3.51,4,2,10.13,5.96,5.19,3.18,5.62,5.2,3,4.13
470370156202,156.20.2,10.86,10.43,9.45,11.52,10.08,17.7,12.83,12.86,11.29,8.75,8.05,6.35,8.84,5.91,5.4,4.31
470370156203,156.20.3,7.43,15.24,15.6,13.43,15.45,7.89,22.21,16.37,10.13,11.97,14.19,13.64,10.63,7.23,4.65,6.18
470370156221,156.22.1,10.53,15.79,15.79,5.26,15.79,15.79,0,0,0,5.26,5,0,0,4.35,4.17,0
470370156222,156.22.2,8.02,9.3,7.72,6.55,9.48,11.97,12.41,13.49,13.58,9.32,13.49,14.48,9.8,10.85,7.1,6.38
470370156231,156.23.1,9.58,11.68,13.46,11.01,15.73,14.38,7.53,9.22,11.08,17.38,19.14,14.03,10.35,12.34,9.21,5.18
470370156232,156.23.2,16.32,6.75,1.4,3.61,5.24,11.66,7.27,18.52,22.83,21.1,14.31,15.54,13,8.09,4.43,9.52
470370156241,156.24.1,4.4,5.76,6.7,3.11,8.83,8.33,8.51,7.72,8.53,8.7,8.08,12.98,7.24,5.66,3.13,3.79
470370156242,156.24.2,8.96,6.78,11.19,11.22,11.25,11.42,8.89,10.29,7.23,11.77,8.09,7.34,6.86,4.26,2.91,6.19
470370156251,156.25.1,7.72,8.23,6.85,3.68,7.25,8.93,8.8,11.56,8.55,10.11,5.95,9.9,12.56,4.37,6.1,2.73
470370156252,156.25.2,4.46,8.14,11.79,10.44,2.99,8.14,8.69,7.43,5.3,6.67,4.96,5.43,5.43,2.09,3.42,4.85
470370156261,156.26.1,7.51,9.32,6.77,9.27,9.17,10.34,8.99,15.88,9.08,9.26,6.04,6.82,3.15,3.46,3.03,4.04
470370156262,156.26.2,10.63,8.48,8.66,7.18,6.76,6.12,8.49,6.08,5.84,6.61,3.65,6.06,4.64,4.74,5.21,4.58
470370156271,156.27.1,13.29,15.62,15.05,10.55,7.64,8.62,5.96,4.62,5.6,8.7,6.25,5,10.58,7.41,3.57,2.59
470370156272,156.27.2,12.61,10.49,23.95,31.41,25.58,10.46,17.11,31.36,16.08,25.37,11.14,18.26,22.09,15.06,14.26,9.38
470370156281,156.28.1,5.23,9.29,9.98,30.15,16.82,22.18,19.89,23.02,16.82,21.35,13.33,14.17,16.01,10.75,7.95,7.52
470370156282,156.28.2,11.66,13.38,11.75,12.13,8.82,8.39,9.9,8.38,10.25,11.26,8.68,8.78,9.88,10.85,10.24,13.6
470370156291,156.29.1,4.68,9.67,14.97,6.68,5.46,15.14,10.84,19.58,14.63,8.71,9.94,8.3,6.3,7.2,9.48,13.69
470370156292,156.29.2,5.7,6.11,4.81,3.82,4.86,7.69,7.3,12.9,15.07,18.17,13.88,8.71,6.83,7.91,5.73,4.33
470370156293,156.29.3,17.81,12.86,5.38,4.39,10.04,8.59,7.97,11.24,9.54,10.93,16.72,12.36,10.7,8.54,13.73,10.99
470370156301,156.30.1,0,12.73,9.88,16.14,6.82,17.72,36.47,46.59,21.07,3.85,14.37,20.22,9.52,9,17.06,10.81
470370156302,156.30.2,5.72,3.48,1.67,2.6,1.07,2.26,4.71,5.2,12.1,15.17,15.31,13.94,3.77,7.15,9.15,12.37
470370156311,156.31.1,20.3,11.85,14.05,33.22,17.26,10.55,23.14,20.36,19.01,13.86,10.41,16.31,7.83,5.85,9.65,14.73
470370156312,156.31.2,11.65,9.98,6.23,15.49,13.93,19.89,13.26,17.59,14.19,20.53,10.26,16.64,10.26,12.4,11.59,12.55
470370156313,156.31.3,0,3.15,2.77,14.8,6.67,8.1,14.88,22.34,19.17,13.43,14.15,6.73,14.1,11.02,10.55,10.11
470370157001,157.1,6.57,4.56,5.17,8.99,6.37,9.48,6.27,8.72,7.42,7.36,7.82,9.45,6.38,5.69,5.03,4.4
470370158021,158.02.1,4.57,5.96,6.1,9.12,9,7.99,7.29,11.97,12.49,11.86,12.88,12.14,11.61,8.27,5.94,8.44
470370158022,158.02.2,20.68,15.4,17.33,15.69,10.05,7.49,6.44,15.26,30.79,21.84,19.6,13.19,14.39,11.43,4.51,2.22
470370158023,158.02.3,19.49,14.52,12.19,10.62,12.75,12.89,10.02,9.22,6.76,7.82,9.35,13.58,19.1,17.07,17.05,12.91
470370158024,158.02.4,7.21,3.67,6.08,4.77,3.89,2.98,4.05,4.66,4.23,2.7,2.63,5.63,1,6.32,6.17,15.74
470370158031,158.03.1,5.69,4.09,5.25,4.32,4.29,9.01,6.42,3.14,2.34,7.28,10.71,9.15,8.51,5.74,15.82,16.37
470370158032,158.03.2,1.9,6.97,3.96,2.83,7.44,10.99,9.95,10.19,6.81,9.77,5.43,13.22,18.03,17.99,9.8,8.37
470370158041,158.04.1,6.54,7.32,7.47,5.14,8.37,7.49,6.02,6.77,4.74,9.22,10.23,8.17,8.23,7.92,5.81,6.26
470370158042,158.04.2,8.98,9.2,9.7,8.05,7.68,10.08,8.99,9.06,6.89,11.33,11.76,11.89,8.54,6.99,7.74,6.39
470370158043,158.04.3,3.11,3.45,3.51,1.79,1.82,3.09,2.2,3.53,2.61,3,1,1.66,1.99,2.32,1.32,1.98
470370159001,159.1,3.83,4.6,3.04,2.67,3.22,5.3,3.81,4.2,3.81,3.94,4.56,7.2,4.66,7.51,5.66,10.41
470370159002,159.2,7.86,4.43,2.74,5.95,5.35,6.87,4.7,5.17,8.17,8.08,6.85,11.85,9.2,8.04,9.98,10.55
470370160001,160.1,22.9,23.67,15.34,21.65,22.11,23.97,21.66,26.51,23.03,20.91,20.48,19.01,13.58,19.02,27.58,20.55
470370161001,161.1,11.02,5.95,7.43,7.81,2.56,5.03,7.9,8.74,8.11,5.63,3.6,8.62,5.38,7.17,4.99,4.07
470370161002,161.2,25.91,31.87,31.76,25.55,14.65,23.25,35.35,29.73,29.94,25.25,13.85,20.48,21.51,18.25,19.98,25.64
470370162001,162.1,9.07,11.98,12.55,12.31,14.14,23.19,19.24,14.74,12.76,16.96,11.5,8.33,6.96,4.31,5.98,5.08
470370162002,162.2,54.38,45.08,39.76,39.98,39.64,42.5,61.35,50.9,45.45,50.35,35.2,50.64,34.53,40.52,42.42,43.2
470370162003,162.3,11.31,5.97,5.63,3.55,3.37,3.2,4.07,3.89,3.26,2.68,3.85,2.05,0.79,1.89,0.36,0.7
470370162004,162.4,10.28,7.68,12.11,6.17,8.52,9.07,9.64,5.52,7.65,8.23,16.21,6.78,9.43,8.13,6.87,8.65
470370163001,163.1,15.52,12.43,11.11,9.29,5.91,4.76,7.29,7.69,9.6,4.98,4.24,4.48,2.13,2.04,2.73,0.37
470370163002,163.2,65.87,63.4,53.38,53.51,46.15,57.07,92.14,59.33,65.12,34.82,36.52,49.34,40.63,45.37,60.5,56.92
470370163003,163.3,8.99,8.02,5.41,4.92,13.81,9.5,9.6,8.57,3.47,5.85,4.49,8.62,5.18,13.98,12.04,4.65
470370164001,164.1,2.4,2.07,4.17,0.7,0,1.07,1.07,0.72,2.54,1.1,0.35,0.69,1.34,0.65,0,0.31
470370164002,164.2,0.97,2.12,0.99,0.67,0.51,1.03,1.39,0.88,0.71,0.91,0.72,0.54,0.53,0.7,0.52,0.52
470370165001,165.1,2.36,1.43,4.35,0.98,1.98,4.01,1.52,6.16,1.04,6.84,2.31,2.88,1.11,5.06,4.02,2.29
470370165002,165.2,0.71,0.8,0.92,0,1.28,1.6,2.14,0,0,0,100,100,0,0,0,0
470370165003,165.3,0,12.5,0,0,0,0,0,0,0,0,0,0,0,100,0,0
470370165004,165.4,1.59,1.79,4.08,2.38,2.86,3.57,9.52,7.14,14.29,300,100,0,0,100,0,0
470370166001,166.1,3.32,2.4,2.68,2.16,2.44,2.32,2.74,1.65,0.97,2.78,2.11,1.38,1.07,2.27,1.3,1.04
470370166002,166.2,10.8,6.88,7.79,4.96,4.32,10.13,18.88,9.45,10.45,13.3,8.8,8.18,5.94,5.12,7.3,4.22
470370167001,167.1,2.1,2.22,1.67,1.14,1.28,2.04,1.99,1.8,0.88,0.87,0.56,0.82,0.67,0.66,1.41,0.13
470370167002,167.2,2.29,2.27,1.8,2.23,1.32,2.62,3.03,1.28,0.85,0.84,1.62,0.39,1.13,1.1,0.35,0.69
470370167003,167.3,1.88,0.95,3.83,0,1.96,0,3,6.05,6.12,1.03,0,0,0.9,1.74,1.67,0
470370167004,167.4,1.1,1.66,3.88,1.67,2.24,2.25,2.26,0,1.72,0,1.12,1.63,0.53,0,0,0.49
470370168001,168.1,1.7,1.24,1.56,0.94,2.37,0.79,3.04,1.61,0.97,1.79,1.93,1.59,1.1,0.93,0.46,1.81
470370168002,168.2,0.82,1.02,1.62,1.61,1.4,1.19,0.99,1.77,1.76,1.75,0.19,0.75,0.91,0.18,0.35,0.86
470370168003,168.3,4.17,2.42,1.96,1.52,0.74,0.36,1.04,1.36,0.99,0.96,1.58,0.62,0.92,0.3,0.3,1.76
470370168004,168.4,3.92,2.34,4.29,1.93,2.03,0.71,2.26,1.6,1.7,0.91,2.59,2.46,0,0,0.71,0
470370169001,169.1,3.02,3.09,3.16,2.69,2.75,2.26,0.58,2.37,1.83,2.5,1.19,1.7,2.17,0.52,0.5,0
470370169002,169.2,3.36,2.8,3.36,1.12,1.12,0.56,1.69,2.25,1.69,1.13,0,0,0,0,0.5,0.49
470370169003,169.3,3.7,1.48,2.22,1.85,1.48,0,1.86,2.61,0.75,1.87,1.1,1.82,0.72,0.35,0.35,1.38
470370169004,169.4,1.17,0.39,0.77,1.91,0.76,1.14,1.51,0.38,0.37,1.12,0.37,0,0.71,0.35,1.03,0
470370169005,169.5,2.12,2.17,2.76,0,2.3,0.59,2.41,1.23,0,1.94,1.23,0,0,0,1.04,0
470370170001,170.1,9.75,4.78,3.76,5.53,1.81,2.67,0.88,3.01,2.12,0.83,2.01,1.55,0.75,1.08,2.09,0
470370170002,170.2,4.24,9.61,3.22,6.49,3.26,2.19,1.1,2.22,3.35,0,0,0,0,5.75,4.62,1.79
470370170003,170.3,4.16,1.95,1.21,0.96,0.72,0.48,1.19,0.47,1.41,0.47,0.46,0.91,1.12,0.44,0.43,1.28
470370171001,171.1,14.41,11.65,12.12,10.04,11.88,12.5,2.31,0.65,4.4,3.39,3.86,7.08,1.96,1.21,3.97,3.19
470370171002,171.2,3.82,6.31,5.44,6.38,2.7,2.88,1.53,4.11,1.77,1.92,0.86,0.79,1.44,0.66,1.23,2.3
470370171003,171.3,15.7,3.44,14.1,4.81,3.7,2.53,2.6,0,0,2.82,5.17,1.2,1.11,2.08,0,0.92
470370172001,172.1,7.42,6.9,10.82,1.94,0.66,2.66,5.41,2.06,2.09,2.84,0,1.35,3.93,5.12,1.87,2.44
470370172002,172.2,9.04,10.47,5.31,8.08,4.78,9,10.54,10.7,7.24,5.88,3.56,5.53,2.68,5.87,3.81,4.32
470370173001,173.1,4.11,6.76,5.79,5.71,4.34,7.71,7.62,7.53,5.78,2.86,7.09,5.33,1.47,2.85,2.77,2.35
470370173002,173.2,7.1,4.37,8.61,7.64,6.69,9.9,5.7,4.82,9.5,7.03,7.65,6,4.41,6.49,4.25,5.56
470370173003,173.3,5.86,4.11,8.05,10.27,6.98,9.89,6.73,6.61,4.33,1.42,8.29,7.42,5.26,3.85,7.53,4.29
470370174011,174.01.1,9.28,4.92,5.48,5.18,6.6,11.45,11.13,9.68,13.35,13.31,12.02,12.14,7.36,4.84,5.31,4.2
470370174012,174.01.2,5.69,9.66,9.19,8.03,4.1,8.36,5.69,5.08,21.5,21.21,49.94,12.47,9.39,5.69,2.1,8.97
470370174021,174.02.1,7.02,4.56,5.52,6.62,6.79,3.68,2.56,3.81,2.95,4.63,7.05,6.04,5.39,17.51,8.6,8.53
470370174022,174.02.2,3.31,4.39,1.09,3.25,6.45,2.14,8.49,6.33,5.24,0,2.03,2.98,5.83,1.9,3.72,4.55
470370174023,174.02.3,4.24,6.89,4.03,5.25,3.85,6.27,4.9,11.99,3.52,6.9,7.53,2.02,6.67,0,0,0.81
470370174024,174.02.4,5.31,3.1,5.03,5.7,5.01,10.58,7.34,7.85,3.1,2.56,3.83,2.23,2.54,3.8,5.69,2.52
470370174025,174.02.5,6.49,6.66,2.66,3.4,3.77,6.01,10.68,5.04,4.28,2.97,2.55,1.97,1.06,1.38,0.34,0.34
470370175001,175.1,3.68,7.11,5.38,2.02,3.13,6.49,6.72,6.4,4.83,5.66,3.67,7.16,6.4,2.84,1.11,1.62
470370175002,175.2,3.67,2.98,1.64,0.98,3.23,3.2,3.81,2.52,2.18,3.72,3.64,2.38,3.49,2,0.56,1.92
470370175003,175.3,8.85,5.02,6.85,9.27,6.13,8.53,12.09,7.2,5.96,3.55,7.55,5.7,5.6,5.5,3.79,1.6
470370177011,177.01.1,3.77,3.76,3.75,0,0,3.73,1.86,0,1.86,0,3.55,3.41,1.64,0,0,0
470370177012,177.01.2,2.31,2.29,1.14,0,0,1.11,0,1.09,0,0,1.03,3.92,0,0.9,0,0.83
470370177021,177.02.1,1.66,1.11,1.68,1.12,1.13,0.57,1.14,0,3.47,1.74,1.11,1.07,1.03,1.98,0.48,0.92
470370177022,177.02.2,1.12,0.55,3.22,2.1,0,0.5,1.97,1.45,2.83,2.78,0.44,1.28,1.65,0.8,1.15,0.74
470370177023,177.02.3,1.47,0,1.5,3.04,1.54,0,1.58,0,3.24,0,1.63,0,0,0,0,0
470370178001,178.1,1.51,0.5,2,0.5,0.99,3.47,0.49,0.49,1.97,1.96,1.42,0,0.88,0,1.24,0
470370178002,178.2,1.01,2.36,2.03,1.02,0.68,1.36,0.68,2.39,1.03,1.37,0.33,0.62,2.69,0.57,0.83,0.27
470370178003,178.3,1,1.01,2.03,2.55,1.03,1.03,1.04,1.04,0.53,0.53,1.03,1.5,0.97,0.47,1.38,1.79
470370178004,178.4,2.4,0.47,2.34,0.46,1.36,0.45,1.33,1.75,0.43,1.28,0.8,2.65,0,0,0.65,0.31
470370178005,178.5,1.18,0.89,0.9,1.21,0.31,1.55,0.63,0.95,1.28,0.32,0.31,0,0.87,0.28,0.54,0.26
470370179011,179.01.1,1.22,1.81,3,1.49,2.06,0.88,1.45,1.73,0.29,0.57,0.83,0.8,1.3,0.25,0.73,1.43
470370179012,179.01.2,2.04,0.82,2.05,1.23,3.29,0.41,3.3,0.41,1.24,1.24,0.78,0.74,2.09,1.98,0.94,1.5
470370179013,179.01.3,3.91,5.84,0,1.93,0,1.92,1.91,1.9,0,0,0,1.72,0,1.59,0,0
470370179014,179.01.4,3.16,1.62,6.68,1.72,5.31,5.47,5.65,3.89,2.01,4.17,7.87,5.59,10.62,0,1.61,1.54
470370179021,179.02.1,3.42,1.77,3.68,1.91,1.99,0,0,2.27,0,2.5,0,2.29,0,0,2.03,1.96
470370179022,179.02.2,1.55,0.25,0.75,0.5,1.95,0.72,1.43,0.47,0.93,0.46,1.56,0.87,0.42,0.41,0.4,0.79
470370179023,179.02.3,1.53,1.47,1.89,2.73,0.88,0,1.23,0.79,1.92,0.37,1.81,1.41,0.34,0.33,0,0.63
470370180001,180.1,0.61,1.82,1.21,1.8,0.6,4.16,1.77,1.18,1.17,0,1.16,0,1.14,0,0,0.56
470370180002,180.2,6.58,0,0,0,0,0,0,12.05,0,0,0,0,5.13,0,0,0
470370180003,180.3,1.5,0,0,0,0,3.18,1.61,1.63,3.29,1.67,3.16,1.5,1.43,0,2.61,2.5
470370180004,180.4,1.25,2.13,2.18,2.46,1.14,1.88,2.89,1.49,1.78,1.83,1.27,0.74,1.19,1.62,1.12,1.31
470370180005,180.5,0.94,0,1.49,1.53,2.1,0.54,1.67,0.57,1.19,0.61,1.2,1.17,0.57,1.11,0,1.59
470370181011,181.01.1,3.04,4.9,8.65,3.42,5.02,8.21,6.68,4.17,2.26,2.61,0.96,2.54,0.63,1.24,0.61,1.21
470370181012,181.01.2,2.68,4.77,3.58,4.33,4.78,4.64,7.04,3.45,5.85,7.51,6.97,5.57,2.46,2.58,2.55,2.52
470370181013,181.01.3,6.03,13.53,11.4,14.25,14.42,18.02,16.11,23.29,12.42,9.82,9.02,8.08,7.33,9.83,8.93,5.22
470370181021,181.02.1,9.24,15.35,18.79,9.96,15.24,31.02,35.03,37.04,22.69,14.06,17.91,12.86,4.11,5.26,3.8,3.66
470370181022,181.02.2,7,4.84,2.57,1.47,2.66,1.6,1.56,2.86,1.68,1.09,1.78,2.96,1.02,3.33,0.81,0.16
470370181023,181.02.3,6.02,0,5.62,0,0,0,0,0,0,4.55,8.57,4.05,3.85,0,3.49,0
470370182011,182.01.1,0.94,1.87,1.86,2.77,0,4.56,1.81,3.61,2.69,6.25,0,0.83,0,2.32,0.75,1.45
470370182012,182.01.2,0,0,2.43,4.67,0,0,6.26,4.03,3.9,7.55,3.59,0,1.64,1.57,0,2.9
470370182013,182.01.3,0,0,11.38,7.14,0,3.19,0,2.88,0,0,2.53,4.88,2.35,0,0,0
470370182021,182.02.1,0,1.41,1.51,0.54,1.16,0.63,0.69,3.03,0,0.95,1.83,0.88,0.85,0.82,0,0.77
470370182022,182.02.2,6.76,6.8,5.77,5.76,5.2,3.35,6.14,8.52,4.81,4.98,5.2,6.99,4.21,3.85,4.85,4.92
470370182023,182.02.3,6.14,4.86,6.71,6.05,2.78,3.28,4.22,2.72,4.05,2.96,1.56,2.46,2.32,2.88,1.95,3.37
470370182031,182.03.1,0,0,0,0,0,0,13.07,0,0,0,0,0,0,4.55,4.35,0
470370182032,182.03.2,0,0,11.17,0,4.88,0,8.66,0,3.89,3.7,3.49,0,3.13,0,0,2.7
470370183011,183.01.1,5.3,2.54,7.3,0,2.25,0,0,6.05,5.85,16.98,10.75,5.11,4.88,1.55,2.98,2.86
470370183012,183.01.2,9.71,1.89,1.83,0,1.74,3.39,4.96,1.61,7.87,0,4.4,1.4,6.71,2.58,2.47,1.19
470370183013,183.01.3,23.13,24.83,21.9,13.08,9.02,12.82,13.63,12.04,13.72,17.25,12.98,6.86,5.38,3.53,2.39,2.76
470370183014,183.01.4,14.03,11.58,3.72,5.4,8.7,10.1,4.89,9.49,0,2.99,11.4,2.73,5.23,2.51,4.83,4.65
470370183021,183.02.1,0,5.32,5.16,1.67,3.25,0,6.16,3,4.39,7.14,6.8,5.19,3.73,3.57,0,2.2
470370184011,184.01.1,4.84,7.55,5.53,6.89,6.45,6.37,7.81,9.11,8.29,7.23,8.58,5.5,7.01,5.93,5.95,7
470370184012,184.01.2,7.26,2.55,3.39,3.37,1.68,2.92,3.74,3.31,6.18,1.64,4.31,2.62,2.52,5.88,5.99,7.69
470370184013,184.01.3,11.47,10.89,7.77,4.84,3.65,14.15,10.96,7.95,10.98,6.17,6.92,3.6,7.47,12.42,10.81,7.02
470370184014,184.01.4,4.37,2.66,3.56,1.53,4.96,7.19,5.92,4.37,3.67,4.17,1.33,5.13,7.41,5.95,5.75,6.67
470370184015,184.01.5,4.62,5.25,4.82,4.45,1.65,4.63,4.34,2.72,3.22,2.44,2.37,1.15,1.12,2.19,1.6,0.52
470370184041,184.04.1,5.19,9.29,10.83,4.55,1.67,3.17,3.21,5.63,2.63,3.33,3.14,3.18,2.64,2.7,1.89,4.27
470370184042,184.04.2,1.65,1.17,1.48,1.06,0.34,3.23,2.79,2.08,1.43,0.83,0.81,0,0.77,0,0.49,0
470370184043,184.04.3,19.53,21.2,14.5,18.01,6.65,11.66,5.92,16.12,17.99,28.45,28.48,21.31,17.87,16.73,14.73,20.52
470370184051,184.05.1,0,3.92,1.92,7.55,3.7,9.09,1.79,5.26,0,0,3.24,3.11,5.97,0,2.76,1.33
470370184052,184.05.2,2.81,4.24,4.97,4.28,8.6,5.76,2.9,5.82,5.85,5.15,2.14,4.84,5.37,5.22,3.17,2.47
470370184053,184.05.3,0,5.32,5.21,20.41,0,4.9,19.23,4.72,13.89,0,8.57,4.05,7.69,7.32,3.49,3.33
470370184071,184.07.1,3.89,0,6.98,9.96,0,0,14.47,8.32,5.33,2.56,7.35,2.34,8.99,2.16,8.3,10
470370184072,184.07.2,12.95,26.18,13.23,13.37,13.51,0,0,13.97,14.12,14.29,0,10.34,0,16.22,0,6.67
470370184081,184.08.1,0,6.54,12.31,5.81,11,5.22,9.95,4.75,9.08,8.7,4.14,7.89,7.55,3.61,0,6.67
470370184082,184.08.2,0,0,0,0,0,8.29,0,0,0,5.88,5.5,5.17,4.88,0,4.38,0
470370184091,184.09.1,0,0,2.62,4.54,1,0.89,3.24,2.22,0.68,1.26,3.02,1.74,1.68,0.54,1.56,1.01
470370184092,184.09.2,0,2.09,2.01,3.88,1.87,1.8,3.49,3.38,3.27,5.56,5.36,4.44,3.58,3.47,4.71,2.61
470370184101,184.10.1,3.92,3.94,5.17,3.81,3.66,4.55,3.7,5.13,3.74,2.68,5.62,4.84,7.98,7.35,2.13,3.88
470370184102,184.10.2,12.9,9.47,11.19,6.61,9.77,10.06,8.63,5.76,6.91,5.19,5.35,5.78,9.15,8.17,7.48,7.07
470370185001,185.1,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0
470370185002,185.2,3.53,3.62,3.72,0,0,0,0,12.82,4.41,0,0,8.11,3.85,0,0,6.67
470370185003,185.3,0,0,0,0,0,0,7.09,0,0,13.33,0,0,0,0,0,0
