GEOID,NAME,GEOID10,2018,2017,2016,2015,2014,2013,2010,2000,1990
1500000US210670001011,"Block Group 1, Census Tract 1.01",210670001011,58.17,44.38,58.11,51.66,51.45,11.09,50.1,46.23,52.35
1500000US210670001012,"Block Group 2, Census Tract 1.01",210670001012,82.33,88.81,93.98,87.87,81.42,89.64,85.13,82.05,89.48
1500000US210670001021,"Block Group 1, Census Tract 1.02",210670001021,76.08,49.48,57.63,58.41,61.12,15.89,75.44,74.72,78.05
1500000US210670001022,"Block Group 2, Census Tract 1.02",210670001022,74.91,77.92,74.91,73.26,74.49,77.17,65.31,73.08,77.29
1500000US210670002001,"Block Group 1, Census Tract 2",210670002001,45.81,59.84,59.38,64.58,68.98,66.22,46.35,38.43,39.3
1500000US210670002002,"Block Group 2, Census Tract 2",210670002002,64.21,62.73,73.36,84.4,94.48,86.39,40.07,38.67,31.05
1500000US210670002003,"Block Group 3, Census Tract 2",210670002003,87.95,73.11,69.76,70.81,72.25,96.09,94.37,91.58,96.23
1500000US210670002004,"Block Group 4, Census Tract 2",210670002004,59.28,59.99,60.4,70.61,76.69,97.06,57.2,57.1,51.84
1500000US210670003001,"Block Group 1, Census Tract 3",210670003001,41.26,90.16,90.14,88.83,86.94,99.53,45.23,42.25,48.23
1500000US210670003002,"Block Group 2, Census Tract 3",210670003002,30.41,79.99,87.62,78.58,77.34,67.13,37.66,37.76,44.55
1500000US210670003003,"Block Group 3, Census Tract 3",210670003003,42.18,66.92,64.7,84.38,70.05,87.5,18.84,13.38,11.27
1500000US210670003004,"Block Group 4, Census Tract 3",210670003004,64.88,46.39,48.74,64.67,75.8,15.87,37.99,29.34,26.27
1500000US210670004001,"Block Group 1, Census Tract 4",210670004001,76.1,83.58,78.61,83.97,83.05,56.13,70.07,70.7,80.1
1500000US210670004002,"Block Group 2, Census Tract 4",210670004002,24.61,94.23,94.55,85.56,78.55,79.55,12.4,12.68,11.59
1500000US210670005001,"Block Group 1, Census Tract 5",210670005001,84.85,81.24,82.46,78.08,75.01,93.84,93.06,92.98,97.35
1500000US210670005002,"Block Group 2, Census Tract 5",210670005002,88.61,78.72,77.67,82.82,91.87,88.64,92.1,94.74,98.66
1500000US210670005003,"Block Group 3, Census Tract 5",210670005003,97.72,60.08,59.06,65.58,67.36,75.45,91.92,92.56,97
1500000US210670005004,"Block Group 4, Census Tract 5",210670005004,93.33,89.94,91.23,80.99,81,88.43,90.81,93.67,96.28
1500000US210670006001,"Block Group 1, Census Tract 6",210670006001,97.72,74.52,76.89,77.82,87.25,62.76,98.05,97.95,98.15
1500000US210670006002,"Block Group 2, Census Tract 6",210670006002,100,47.16,40.15,47.86,32.62,89.58,95.79,97.31,99.37
1500000US210670006003,"Block Group 3, Census Tract 6",210670006003,100,34.04,34.14,12.91,16.56,99.78,95.68,95.83,96.85
1500000US210670007001,"Block Group 1, Census Tract 7",210670007001,78.44,92.09,92.17,94.17,95.03,80.29,91.52,93.18,95.14
1500000US210670007002,"Block Group 2, Census Tract 7",210670007002,95.79,85.07,84.98,84.58,82.84,93.46,90.2,93.43,97.69
1500000US210670008011,"Block Group 1, Census Tract 8.01",210670008011,80.99,56.47,67.98,96.83,95.54,93.64,79.02,70.91,83.56
1500000US210670008021,"Block Group 1, Census Tract 8.02",210670008021,82.03,53.22,56.07,58.05,61.86,85.73,81.57,90.94,92.16
1500000US210670008022,"Block Group 2, Census Tract 8.02",210670008022,76.2,0,0,0,0,89.46,89.99,90.04,81.59
1500000US210670009001,"Block Group 1, Census Tract 9",210670009001,56.17,32.29,35.98,71.23,70.36,83.2,75.66,64.44,68.42
1500000US210670009002,"Block Group 2, Census Tract 9",210670009002,77.64,100,100,100,100,80.96,73.54,72.97,88.85
1500000US210670009003,"Block Group 3, Census Tract 9",210670009003,65.49,86.85,92.17,94.46,96.16,83.21,76.82,72.59,57.11
1500000US210670010001,"Block Group 1, Census Tract 10",210670010001,46.74,93.53,87.86,82.61,81.62,92.77,43.32,49.91,59.41
1500000US210670010002,"Block Group 2, Census Tract 10",210670010002,82.08,79.43,80.37,83.42,92.96,87.7,82.23,89.1,96.99
1500000US210670011001,"Block Group 1, Census Tract 11",210670011001,23.46,21.81,18.38,13.8,15.03,82.22,20.58,49.57,28.44
1500000US210670011002,"Block Group 2, Census Tract 11",210670011002,11.67,18.24,17.16,14.51,21.12,80.53,9.33,5.49,6.52
1500000US210670011003,"Block Group 3, Census Tract 11",210670011003,97.95,0,2.44,2.78,5.91,92.94,62.88,92.71,80.14
1500000US210670011004,"Block Group 4, Census Tract 11",210670011004,15.15,65.68,65.03,71.25,76.14,56.7,18.64,16.42,9.26
1500000US210670013001,"Block Group 1, Census Tract 13",210670013001,49.88,75.25,81.59,58.28,52.73,88.29,62.86,70.17,85.55
1500000US210670013002,"Block Group 2, Census Tract 13",210670013002,73.38,93.32,95.26,98.13,98.79,79.35,39.19,64.54,85.91
1500000US210670014001,"Block Group 1, Census Tract 14",210670014001,75.2,79.56,75.56,79.08,84.1,89.85,67.4,77.22,85.46
1500000US210670014002,"Block Group 2, Census Tract 14",210670014002,77.33,98.01,96.33,94.91,95.91,73.49,72.35,83.35,85.18
1500000US210670015001,"Block Group 1, Census Tract 15",210670015001,85.99,85.75,83.77,75.69,80.42,59.66,78.38,86.07,84.43
