GEOID10,NAME,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
470370104012,104.01.2,6.07,8.03,7.11,5.2,11.13,11.2,5.3,7.67,13.76,12.16,13.69,16.17,9.79,9.35,8.61,10.41
470370104013,104.01.3,8.87,7.43,10.45,13.51,9.81,9.86,6.1,13.04,7.71,11.63,11.91,12.89,12.41,11.31,7.71,8.07
470370104021,104.02.1,5.58,8.76,9.15,6.36,7.82,11.42,10.4,6.12,8.32,6.18,8.53,10.42,8.49,6.98,8.46,10.51
470370104022,104.02.2,10.95,17.16,14.01,10.98,16.83,13.87,5.83,8.27,10.62,12.88,14.39,14.65,24.07,15.7,7.14,6.45
470370104023,104.02.3,3.1,5.07,5.05,6.55,4.78,7.36,4.09,7.5,7.25,7.64,8.7,6.58,8.28,7.43,5.73,5.52
470370104024,104.02.4,8.46,2.58,6.38,6.94,10,7.43,8.58,11.53,6.61,8.93,7.85,6.89,7.54,3.34,2.73,3.04
470370104025,104.02.5,3.17,2.55,3.19,3.04,5.79,7.26,5.5,3.9,4.89,4.08,7.75,5.9,7.87,2.8,4.61,3.04
470370105011,105.01.1,9.01,9.28,4.78,8.62,13.99,10.51,4.08,8.44,11.67,7.58,2.86,5.43,11.61,9.84,3.52,4.49
470370105012,105.01.2,3.56,2.92,3.46,2.56,3.08,4.42,3.55,2.96,2.66,4.46,2.89,3.34,3.52,2.32,2.36,1.19
470370105013,105.01.3,7.1,5.06,7.06,5.03,4.01,12.01,0,5.97,5.96,4.95,3.83,6.5,5.41,0,3.4,0.83
470370105014,105.01.4,8.12,5.66,5.52,1.08,4.21,5.14,3.02,3.94,1.93,3.77,3.63,5.25,4.22,4.08,3.94,1.53
470370105015,105.01.5,4.41,4.19,5.99,1.9,1.82,3.49,6.69,6.43,1.55,4.48,1.41,4.02,1.27,3.64,2.32,2.22
470370105016,105.01.6,9.51,2.26,8.64,2.07,7.92,3.8,10.97,5.28,18.68,8.2,1.55,5.88,5.59,2.67,1.27,3.66
470370105021,105.02.1,12.2,6.28,6.17,9.92,7.59,8.53,5.24,5.68,4.06,6,3.9,3.8,3.25,4.08,3.54,2.6
470370105022,105.02.2,3.13,3.18,4.3,4.36,2.21,10.09,1.14,5.77,8.21,4.76,2.28,8.76,6.32,4.05,0,3.77
470370105023,105.02.3,3.51,5.08,9.82,2.38,3.07,5.95,2.16,4.2,2.72,3.31,3.79,6.65,2.32,1.67,4.28,5.15
470370106011,106.01.1,6.22,6,5.98,6.95,6.33,4.73,2.75,2.15,4.87,4.47,1.31,5.27,2.64,3.59,4.81,4.19
470370106012,106.01.2,2.82,0,2.74,4.05,6.67,3.95,5.19,5.13,10.13,2.5,8.35,2.28,6.56,5.24,5.04,2.91
470370106013,106.01.3,6.54,11.16,9.15,4.69,2.41,7.43,2.54,10.47,2.7,16.67,13.04,29.51,11.63,15.44,2.1,4
470370106021,106.02.1,13.79,14.12,9.19,7.82,17.24,16.25,11.46,16.85,11.29,12.86,10.98,17.42,8.71,6.61,4.21,3.69
470370106022,106.02.2,4.78,6.93,8.95,7.05,5.26,9.72,0.99,4.84,3.77,5.05,6.35,4.04,7.1,5.7,4.77,3
470370107011,107.01.1,7.75,7.38,11.81,6.66,8.83,7.21,6.86,9.31,7.4,7.06,8.97,7,8.83,6.4,5.17,5.59
470370107012,107.01.2,6.82,8.33,11.97,5.19,8.51,8.17,9.03,8.39,8.94,8.61,13.33,13.58,11.08,16.78,13.27,8.63
470370107013,107.01.3,5.57,12.35,10.46,9.82,9.79,4.27,3.65,6.67,3.63,7.23,4.67,7.37,3.86,5.89,4.69,7.61
470370107014,107.01.4,6.54,5.95,6.54,7.72,11.28,8.3,4.15,4.74,6.51,5.92,7.41,12.09,8.49,7.18,3.97,3.85
470370107021,107.02.1,5.48,10.25,9.68,9.42,15.19,9.74,7.28,5.98,10.58,8.91,8.44,10.71,13.51,9.57,10.25,9.42
470370107022,107.02.2,2.95,2.38,1.93,2.61,2.84,3.75,2.84,3.18,3.98,3.75,2.94,2.69,3.79,2.65,1.54,3.05
470370108011,108.01.1,3.09,4.64,4.48,4.15,3.64,5.04,1.92,2.97,3.15,1.23,3.26,3.69,2.95,1.12,1.41,1.84
470370108012,108.01.2,0,7.97,1.99,5.95,19.8,27.67,13.81,21.65,17.68,23.53,11.21,10.71,22.22,8.2,14.17,12.12
470370108013,108.01.3,4.55,4.09,12.32,7.04,7.8,8.07,5.4,8.88,8.92,8.71,8.75,5.94,9.77,5.92,6.46,8.95
470370108021,108.02.1,8.85,5.77,6.6,5.08,3.17,1.77,3.05,4.27,1.68,3.29,1.21,5.5,1.54,2.25,0.73,2.52
470370108022,108.02.2,1.3,1.28,0,0.62,1.84,0.6,1.19,0,0,1.14,1.13,1.69,2.23,0,1.1,1.64
470370108023,108.02.3,3.63,5.85,6.81,5.51,3.21,8.32,8.09,1.97,0,3.74,2.69,5.16,6.61,3.18,1.53,1.48
470370109011,109.01.1,7.71,4.85,8.15,15.75,18.15,10.42,6.82,16.38,12.69,13.16,10.04,9.6,14.71,13.68,11.45,25.31
470370109012,109.01.2,9.74,7.91,7.72,9.04,10.29,14.37,1.4,2.75,8.06,5.26,11.02,14.89,12.9,3.04,1.92,1.82
470370109013,109.01.3,2.27,4.46,12.1,5.42,9.63,10.55,7.28,8.21,13.17,3,2.83,13.35,6.75,8.02,6.11,3.65
470370109031,109.03.1,4.93,3.95,8.07,3,6.13,12.54,8.42,14.78,10.09,14.22,14.02,17.18,9.92,8.56,8.04,7.14
470370109032,109.03.2,9.2,9.57,7.77,10.6,11.51,15.25,8.26,15.22,8.26,8.4,16.04,18.13,16.87,9.9,9.16,9.61
470370109033,109.03.3,5.38,6.82,9.23,12.11,12.56,17.34,11.53,11.49,7.64,7.14,12.25,17.34,8.71,8.36,8.03,8.09
470370109041,109.04.1,2.42,2,6.77,5.6,3.92,4.67,3.11,3.57,3.46,3.11,5.53,8.56,10.23,4.4,5.41,5.27
470370109042,109.04.2,4.16,1.38,5.04,2.73,4.99,4.96,3.14,2.68,5.34,7.08,3.85,4.56,6.84,7.42,3.8,1.11
470370110011,110.01.1,5.18,3.88,3.23,8.39,6.77,6.45,6.77,4.83,9.33,9,8.18,9.56,10.57,7.11,4.65,7.69
470370110012,110.01.2,11.66,9.74,18.56,8.08,11.79,10.1,10.63,8.68,10.44,9.73,15.56,14.23,18.29,16.28,12.15,9.29
470370110013,110.01.3,11.63,7.42,17.29,6.56,6.47,9.58,5.04,9.33,8.59,9.7,6.37,11.09,11.7,7.67,6.89,4.74
470370110014,110.01.4,9.67,3.97,4.69,2.31,7.57,9.7,5.88,7.25,5,4.93,6.8,8.55,2.55,6.17,4.19,2.91
470370110015,110.01.5,18.95,11.74,16.35,9.57,16.34,33.43,7.42,5.81,6.39,9.03,6.68,15.45,18.63,7.2,6.38,6.18
470370110021,110.02.1,10.73,5.2,0,0,4.76,4.63,4.5,4.38,4.27,0,0,0,3.51,0,3.17,6.06
470370110022,110.02.2,13.07,10.35,10.37,5.61,10.67,8.54,3.91,7.38,4.98,6.33,6.63,10.38,10.12,9.66,5.36,3.56
470370127011,127.01.1,3.27,3.26,5.43,2.17,5.41,5.93,7.53,2.15,4.82,9.63,4.11,7.4,7.6,6.87,3.54,1.71
470370127012,127.01.2,5.04,4.21,6.73,6.53,9.27,8.43,6.75,4.64,5.92,4.02,6.94,8.49,8.6,11.47,8.44,4.7
470370127013,127.01.3,0.9,1.78,1.75,3.45,4.26,3.36,2.48,3.26,1.61,0,3.08,1.5,2.91,2.12,0,2.68
470370127014,127.01.4,5.68,1.39,5.46,8.04,2.63,11.63,2.54,4.99,0,8.43,0,6.64,5.32,5.12,1.97,2.86
470370127021,127.02.1,2.48,4.8,5.81,4.51,4.37,3.18,8.26,8.03,4.89,4.76,3.59,4.25,4.84,2.3,2.93,8.39
470370127022,127.02.2,8.68,9.26,8.42,13.81,7.48,7.37,4.62,9.77,5.78,7.59,8.63,14.43,12.32,13.74,8.95,4.92
470370128011,128.01.1,3.69,3.62,4.75,4.67,9.2,5.66,8.91,7.68,5.4,6.38,1.01,4.79,4.57,2.62,3.34,0.8
470370128012,128.01.2,8.14,6.74,7.57,6.9,7.76,7.86,1.59,3.22,8.97,1.65,4.8,9.3,9.02,6.57,1.42,3.45
470370128013,128.01.3,5.88,1.15,3.36,7.66,5.35,11.51,3.07,3.01,2.94,2.88,3.63,11.17,7.35,11.66,6.67,4.96
470370128014,128.01.4,1.75,0.74,2.44,1.21,0.96,3.31,1.87,1.62,1.37,1.36,2.77,2.12,1.92,3.18,4.5,4.59
470370128021,128.02.1,2.89,5.61,3.4,8.6,3.86,3.75,5.48,7.72,4.05,3.95,6.09,7.61,4.27,5.76,3.08,3.54
470370128022,128.02.2,4.17,1.85,3.33,4.55,5.56,3.85,5.95,3.33,3.13,3.92,4.75,1.84,5.36,11.27,5.06,4.1
470370128023,128.02.3,4.95,6.85,12.71,11.86,3.7,10.45,6.58,4.67,4.44,1.41,5.41,3.9,10,7.23,9.3,8.99
470370128024,128.02.4,0,11.62,6.13,12.98,0,7.35,7.87,8.47,0,0,0,9.38,0,8.82,8.57,41.67
470370132011,132.01.1,4.39,3.98,4.76,3.16,4.72,4.7,0,1.17,3.49,1.54,2.29,2.26,1.86,3.3,2.17,0.71
470370132012,132.01.2,7.07,3.96,9.71,7.62,8.41,6.42,4.5,3.54,3.48,4.27,2.4,3.76,2.13,2.68,1.91,1.21
470370132021,132.02.1,2.61,4.2,3.25,7.09,7.63,6.67,4.32,4.9,4.08,4.64,5.17,5.67,6.15,3.01,1.76,2.87
470370132022,132.02.2,7.9,3.62,8.61,5.96,8.78,10.06,5.17,2.77,6.36,3.13,4.8,6.82,3.75,2.85,1.99,1.56
470370132023,132.02.3,1.76,6.12,3.48,3.45,6.01,5.97,3.39,2.53,4.19,4.17,3.25,2.37,5.41,7.54,2.21,2.16
470370136011,136.01.1,5.16,12.04,11.58,12.47,15.19,11.61,8.27,7.44,7.21,16.13,9,8.35,8.74,4.05,3.5,3.94
470370136012,136.01.2,9.66,3.83,2.23,6.26,6.4,7.72,8.5,6.2,8.25,12.99,9.34,14.34,10.92,4.98,9.61,7.73
470370136013,136.01.3,10.35,3.57,0.41,2.56,3.1,4.61,3.84,4.51,5.77,4.95,2.18,3.79,8.6,7.47,6.89,9.47
470370136014,136.01.4,4.17,4.47,7.15,3.28,6.56,7.16,4.18,5.37,5.37,3.58,4.1,7.2,8.2,7.23,9.02,6.45
470370136021,136.02.1,2.24,0.95,3.55,2.17,2.92,1.27,0.69,0.76,0,2.83,3.74,3.72,6.45,2.74,4.54,12.61
470370154011,154.01.1,14.73,13.91,13.02,15.08,9.45,10.71,15.54,8.17,6.69,0,7.82,9.46,5.5,4.45,2.59,3.36
470370154012,154.01.2,0,10.2,28.04,17.24,0,7.46,13.99,19.74,0,11.76,5.61,10.71,15.38,4.92,4.72,4.55
470370154013,154.01.3,1.61,4.17,3.04,3.45,3.84,5.14,2.73,3.11,2.6,0.85,1.62,3.11,1.87,1.08,3.47,1.34
470370154021,154.02.1,2.91,7.2,1.43,2.82,4.2,5.54,1.37,4.08,6.73,5.33,1.29,12.45,1.2,4.67,4.53,0
470370154022,154.02.2,0,3.36,11.78,10.14,10.17,5.1,10.24,3.42,1.72,5.17,0,3.19,4.62,8.91,0,4.17
470370154023,154.02.3,12.46,3.11,2.33,2.33,10.07,13.15,6.95,7.71,6.93,5.38,6.08,14.25,2.96,8.78,3.61,5.71
470370154024,154.02.4,9.39,5.85,8.59,7.73,11.44,15.65,5.56,8.39,11.25,12.26,10.64,10.03,9.88,5.63,7.49,4.08
470370154025,154.02.5,3.75,3.52,0,0,11.94,0,5.42,5.18,4.96,4.76,6.77,0,6.12,1.95,3.73,1.79
470370154041,154.04.1,11.51,13.21,16.7,14.15,21.12,22.57,6.54,10.3,9.73,22.08,8.31,5.8,8.68,5.77,7.81,10.66
470370154042,154.04.2,10.86,13.75,17.35,8.67,14.44,14.43,5.05,5.04,10.08,9.35,10.63,13.95,17.18,6.09,8.01,7.24
470370154043,154.04.3,1.09,3.28,1.1,1.47,1.11,2.61,2.25,1.51,1.52,1.91,1.11,2.15,1.74,1.69,0.98,1.27
470370154051,154.05.1,2.27,5.11,7.04,4.76,4.61,8.92,6.17,8.98,5.23,3.39,5.44,6.29,7.09,3.92,2.84,3.67
470370154052,154.05.2,13.22,7.97,9.55,7.27,9.36,6.37,10,5.28,5.94,5.56,4.32,5.48,4.58,4.58,3.39,3.64
470370155011,155.01.1,2.63,1.89,1.41,2.09,3.23,3.43,3.17,2.92,1.11,2.87,1.94,0.63,1.45,1.42,0.79,1.17
470370155012,155.01.2,2.7,0,4.65,4.35,8.16,5.77,1.82,8.62,3.28,4.69,0,0,2.92,1.43,0,0
470370155013,155.01.3,2.52,2.31,5.43,5.19,4.44,2.36,3.17,2.8,1.63,2.42,3.24,3.26,3.44,3.62,2.82,3.33
470370155021,155.02.1,7.12,3.24,6.91,6.04,6.26,4.97,2.81,6.06,4.11,3.68,4.24,2.07,6.71,3.19,1.76,2.68
470370155022,155.02.2,4.79,4.82,6.93,6.97,4.91,7.77,5.69,5.01,5.04,7.25,6.96,5.36,7.1,5.6,3.61,2.33
470370155023,155.02.3,1.96,4.59,3.28,3.29,3.29,1.98,0.66,4.62,1.32,4.64,3.17,1.82,3.5,2.24,1.08,1.56
470370156091,156.09.1,3.09,2.41,2.07,3.47,3.83,3.5,5.27,3.88,2.48,4.63,5.3,4.21,2.79,2.08,2.41,1.71
470370156092,156.09.2,4.87,2.44,2.16,2.85,2.48,2.57,1.46,3.17,2.83,2.52,1.49,1.56,1.72,2.26,1.32,2.24
470370156093,156.09.3,0,4.55,4.35,4.17,4,0,3.7,3.57,6.9,3.33,2.59,2.11,0,0,1.36,1.22
470370156101,156.10.1,1.34,1.6,0.79,1.58,1.31,2.61,1.04,1.81,1.55,2.06,0.25,1.97,1.69,0.47,2.32,2.27
470370156102,156.10.2,4.98,4.66,2.92,5.49,10.39,3.69,5.85,5.58,4.26,6.12,1.89,4.4,4.12,2.32,2.92,1.38
470370156103,156.10.3,5.32,4.05,4.26,4.75,6.13,6.95,4.49,3.9,3.83,5.3,5,4.64,5.09,3.13,4.18,3.98
470370156121,156.12.1,0,5.61,2.52,1.76,2.78,4.88,0,2.19,1.17,2.5,4.75,9.06,2.16,3.1,0,0.95
470370156122,156.12.2,2.91,3.06,3.49,3.63,7.9,5.95,6.68,7.23,9.91,11.52,14.61,13.73,9.21,6.75,10.55,10.95
470370156123,156.12.3,3.01,7.65,21,10.12,6.33,4.31,2.11,2.07,5.32,5.96,5.01,6.19,3.54,4.69,3.71,3.59
470370156124,156.12.4,3.42,6.36,7.62,10.12,8.46,6.75,9.35,10.13,7.72,8.5,9.84,13.35,5.49,3.65,3.48,2.37
470370156131,156.13.1,2.53,3.67,3.65,3.05,5.3,4.89,3.18,2.79,2.77,3.49,2.51,5.09,2.75,3.7,2.97,2.1
470370156132,156.13.2,4.67,3.05,0,1.47,5.76,1.41,5.55,1.36,6.69,5.26,2.55,7.44,4.82,0,2.28,1.11
470370156133,156.13.3,0,12.89,6.74,14.14,14.87,31.35,0,35.15,46.77,30,9.84,0,28.57,9.38,9.23,0
470370156134,156.13.4,6.89,5.68,7.64,7.38,10.68,8.16,3.29,3.32,3.68,3.04,3.91,5.35,8.21,9.71,5.41,4.14
470370156141,156.14.1,10.39,2.6,3.25,2.6,2.6,5.19,5.19,3.25,4.55,3.9,5.02,3.04,2.94,3.99,2.21,1.08
470370156142,156.14.2,4.44,4.38,4.94,3.65,4.41,5.54,3.71,4.25,3.24,4.52,4.02,4.45,2.42,1.68,2.63,1.28
470370156151,156.15.1,7.66,7.5,6.8,4,6.54,8.21,1.51,1.23,2.67,2.14,2.25,3.84,5.48,4.06,3.14,2.65
470370156152,156.15.2,4.43,6.36,3.2,7.09,5.84,9.15,5.26,5.96,8.67,6.71,6.54,11.49,9.35,6.09,5.95,5.23
470370156171,156.17.1,6.05,4.07,8.2,6.2,14.58,14.71,21.19,0,6.47,8.7,12.46,7.95,5.71,5.49,1.76,3.39
470370156172,156.17.2,0.73,0.76,2.41,5.08,6.28,5.71,2.03,4.35,4.68,3.8,4.83,4.62,7.73,3.18,6.11,0.98
470370156181,156.18.1,7.1,7.06,5.62,6.98,4.17,11.05,5.49,2.73,10.87,0,5.15,6.15,5.88,5.64,7.58,3.13
470370156182,156.18.2,5.67,5.8,2.69,6.61,9.01,10.96,5.91,11.5,9.93,11.46,6.09,15.15,11.17,6.44,2.58,3.48
470370156183,156.18.3,6.58,6.29,3.01,5.78,16.67,13.37,12.89,4.98,7.21,0,6.62,8.39,6,5.73,1.83,7.02
470370156184,156.18.4,8.64,12.3,15.33,11.11,13.98,14.58,7.07,7.19,4.13,7.41,5.34,7.14,9.09,6.91,6.68,4.73
470370156191,156.19.1,0,7.94,0,4.95,4.17,14.39,3.16,25.42,5.1,4.65,12.95,18.12,5.66,1.78,3.35,3.17
470370156192,156.19.2,5.18,9.71,4.57,8.62,4.08,7.75,11.07,10.56,10.1,3.23,6.25,9.09,5.88,8.57,11.11,5.41
470370156193,156.19.3,12.61,1.52,3.92,5.75,3.08,5.56,6.75,4.65,2.15,2.67,5.04,1.19,1.7,0.54,1.55,1.48
470370156201,156.20.1,8.49,3.11,5.73,2.03,4.03,3.01,1.33,0.8,6.51,3.31,3.24,1.91,4.68,2.45,0.9,1.47
470370156202,156.20.2,6.98,4.87,6.93,6.91,8.49,13.27,4.12,8.15,6.85,3.42,4.39,3.53,5.78,3.29,2.86,2.46
470370156203,156.20.3,5.57,10.76,13,6.71,11.39,1.58,12.25,9.67,5.07,4.93,5.41,11.04,6.88,4.82,2.91,4.49
470370156221,156.22.1,0,5.26,0,0,0,5.26,0,0,0,5.26,5,0,0,4.35,4.17,0
470370156222,156.22.2,4.74,4.65,4.56,2.76,7.45,7.65,4.25,5.46,7.89,4.35,7.19,11,7,8.68,3.68,3.83
470370156231,156.23.1,5.57,7.49,9.84,6.73,12.97,9.08,3.82,4.78,7.05,11,10.27,10.63,7.21,6.58,4.55,3.09
470370156232,156.23.2,7.83,3.37,0.7,1.44,3,8.55,4.85,6.73,12.29,12.84,8.42,10.1,13,5.39,3.16,7.14
470370156241,156.24.1,3.3,4.68,4.59,1.73,7.47,6.67,3.93,4.18,4.74,4.35,3.89,6.35,4.74,2.69,2.61,2.27
470370156242,156.24.2,4.01,1.36,3.09,5.04,6.61,6.47,3.23,3.96,4.39,5.95,3.61,4.77,3.85,1.66,1.16,3.32
470370156251,156.25.1,5.14,3.8,4.98,3.68,6.04,7.14,3.52,4.05,2.28,7.87,3.24,6.77,9.55,2.91,4.23,0.91
470370156252,156.25.2,1.91,5.42,8.02,7.93,2.62,5.77,4.03,3.43,2.91,2.22,2.83,3.62,3.91,1.05,2.21,2.72
470370156261,156.26.1,3.39,3.35,2.31,3.28,5.22,4.33,2.49,2.88,4.2,4.16,2.76,4.37,2.52,2.35,1.21,1.43
470370156262,156.26.2,4.42,3.09,4.2,3.33,3.88,3.55,2.27,2.46,2.75,2.24,2.04,2.98,2.66,2.28,3.38,3
470370156271,156.27.1,5.91,11.36,9.58,7.92,6.37,7.39,3.58,1.15,3.36,4.35,5.21,4,9.62,4.63,1.79,0.86
470370156272,156.27.2,0,10.49,14.97,26.18,18.6,10.46,5.7,12.2,8.04,14.93,6.96,11.74,8.59,3.47,5.48,4.17
470370156281,156.28.1,3.74,6.32,4.07,15.44,12.8,14.18,3.62,6.83,7.16,16.01,8.77,8.29,10.9,5.38,4.97,4.58
470370156282,156.28.2,6.23,6.15,6.24,7.65,6.45,4.72,4.41,3.29,5.79,6.3,5.1,5.85,6.18,4.64,5.85,8.58
470370156291,156.29.1,2.77,1.9,5.68,3.6,4.1,7.48,2.71,8.27,6.73,3.52,3.03,4.57,4.77,2.74,5.51,5.37
470370156292,156.29.2,3.67,3.85,2.99,2.16,4.36,5,2.63,3.99,6.44,9.14,6.61,6.13,4.73,3.49,3.52,2.65
470370156293,156.29.3,7.57,7.72,3.31,0.8,7.72,7.1,5.43,5.62,6.13,6.95,10.03,8.15,9.92,4.39,4.58,5.17
470370156301,156.30.1,0,12.73,0,16.14,6.82,17.72,26.05,18.64,4.21,0,14.37,10.11,6.35,9,2.84,2.7
470370156302,156.30.2,5.72,0,0,2.6,1.07,0.9,2.35,2.08,4.34,3.93,3.17,3.24,1.41,2.91,2.13,2.64
470370156311,156.31.1,9.02,3.95,5.27,22.14,10.07,9.23,9.74,12.44,9.5,7.92,7.57,8.16,4.35,0.84,4.02,4.65
470370156312,156.31.2,4.99,7.13,4.98,11.06,11.94,12.66,5.8,6.12,8.52,10.6,4.23,9.98,5.64,2.38,4.01,3.77
470370156313,156.31.3,0,3.15,0,2.47,6.67,8.1,1.86,10.31,7.99,8.96,5.66,4.04,2.56,3.67,7.03,4.49
470370158021,158.02.1,3.94,4.03,3.79,6.59,5.89,4.44,2.19,5.42,7.3,7.51,7.8,7.13,9.32,6.02,2.6,6.06
470370158022,158.02.2,13.44,8.73,13.25,10.12,7.04,6.49,2.48,8.37,20.04,10.19,10.52,10.36,9.28,7.32,3.16,0.89
470370158023,158.02.3,7.49,6.22,8.94,6.37,9.89,8.55,5.38,4.3,3.98,4.98,4.61,6.26,10.14,10.83,7.76,7.98
470370158024,158.02.4,4.51,2.75,4.68,3.82,3.41,2.98,3.55,2.07,2.64,1.62,1.58,4.1,0.5,3.89,2.85,8.33
470370158031,158.03.1,3.13,2.63,2.85,2.78,2.86,3.6,1.01,2.09,0.54,3.73,5.36,6.95,6.7,3.41,6.22,5.99
470370158032,158.03.2,1.14,3.1,1.98,0.81,5.37,5.92,3.46,3.1,3.63,6.05,3.17,7.93,9.87,11.72,6.12,5.18
470370158041,158.04.1,3.8,4.81,4.36,3.09,6.73,5.26,2.61,3.78,2.37,3.92,5.21,5.32,6.36,6.08,3.63,4.11
470370158042,158.04.2,4.77,4.67,6.27,5.32,5.65,6.43,3.68,4.01,3,5.59,6.7,7.93,5.93,4.85,4.93,4.44
470370158043,158.04.3,1.41,1.15,1.17,0.89,1.21,2.16,0.31,1.92,1.63,1,0.33,1,1.33,1.99,0.66,1.65
470370174011,174.01.1,6.38,3.18,2.88,4.6,5.16,9.16,3.71,3.13,5.11,5.95,5.31,7.73,4.63,2.96,2.92,1.57
470370174012,174.01.2,3.16,9.02,7.22,5.35,2.73,6.96,2.13,2.9,11.12,9.09,21.61,11.74,7.22,4.27,1.4,4.83
470370174021,174.02.1,5.01,2.4,3.91,5.08,4.67,2.45,1.18,1.71,1.29,2.14,2.71,4.21,3.71,6.21,3.06,3.1
470370174022,174.02.2,1.1,3.29,1.09,3.25,5.38,1.07,5.31,4.22,3.14,0,1.02,2.98,3.88,0.95,0.93,2.73
470370174023,174.02.3,2.82,4.13,4.03,1.31,2.56,5.01,0,6,2.35,3.45,6.45,0,6.67,0,0,0.81
470370174024,174.02.4,3.79,2.59,3.44,2.72,2.51,6.29,2.06,3.32,1.24,1.92,2.87,0.64,0.95,1.58,3.48,1.26
470370174025,174.02.5,3.25,3.43,0.76,2.08,3.02,2.07,2.81,2.8,2.05,2.04,1.64,1.25,0.18,0.52,0,0.17
470370177011,177.01.1,0,0,1.88,0,0,3.73,1.86,0,0,0,0,3.41,1.64,0,0,0
470370177012,177.01.2,2.31,2.29,1.14,0,0,0,0,1.09,0,0,0,1.96,0,0,0,0.83
470370177021,177.02.1,0,1.11,1.68,1.12,0,0.57,0,0,1.16,1.16,0.56,0,0,1.98,0.48,0.92
470370177022,177.02.2,1.12,0,1.61,2.1,0,0.5,0,0,1.42,1.39,0,0.43,0.82,0.4,0.38,0
470370177023,177.02.3,0,0,1.5,0,1.54,0,0,0,3.24,0,0,0,0,0,0,0
470370179011,179.01.1,0.3,0.6,1.8,0,1.47,0.88,0.29,0.29,0,0.57,0.28,0.8,0.26,0,0.24,0.48
470370179012,179.01.2,0.41,0.82,2.05,0.41,2.87,0.41,1.24,0.41,0.83,0.83,0.39,0.37,1.04,0,0.31,0.6
470370179013,179.01.3,3.91,3.89,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0
470370179014,179.01.4,3.16,1.62,3.34,1.72,5.31,3.65,1.88,1.95,0,4.17,5.9,1.86,3.54,0,1.61,0
470370179021,179.02.1,1.71,1.77,1.84,0,1.99,0,0,0,0,2.5,0,0,0,0,0,1.96
470370179022,179.02.2,0.26,0,0.75,0.25,1.22,0.72,0,0,0.23,0.23,0,0.65,0,0.41,0,0.39
470370179023,179.02.3,1.02,0,0.94,2.73,0.44,0,0,0.4,0.77,0.37,0.36,1.06,0,0.33,0,0
470370181011,181.01.1,1.52,3.07,6.18,1.87,3.45,5.69,2.23,1.6,1.62,0.65,0.96,2.54,0.63,0.62,0.61,0.91
470370181012,181.01.2,2.09,2.98,3.13,3.29,4.04,3.29,3.59,1.35,3.75,4.2,4.3,3.81,2.03,2.15,1.7,1.68
470370181013,181.01.3,4.2,7.58,8.91,12.49,10.77,12.02,5.09,11.06,7.62,5.73,5.96,5.86,5.77,5.84,3.63,3.73
470370181021,181.02.1,6.93,10.96,14.61,3.98,9.52,18.25,14.01,10.1,14.59,6.25,10.45,8.57,4.11,0,2.53,2.44
470370181022,181.02.2,2.03,1.76,1.07,0.84,2.04,0.6,0.58,0.95,1.68,0,0.89,1.04,0.51,0.67,0.33,0.16
470370181023,181.02.3,6.02,0,0,0,0,0,0,0,0,4.55,8.57,4.05,3.85,0,3.49,0
470370182011,182.01.1,0.94,0,1.86,2.77,0,1.82,1.81,0.9,1.8,0,0,0,0,1.55,0,0.72
470370182012,182.01.2,0,0,2.43,0,0,0,0,4.03,1.95,7.55,0,0,1.64,1.57,0,1.45
470370182013,182.01.3,0,0,7.59,7.14,0,3.19,0,2.88,0,0,2.53,0,2.35,0,0,0
470370182021,182.02.1,0,0,0,0.54,1.16,0.63,0,3.03,0,0,0,0.88,0.85,0,0,0.77
470370182022,182.02.2,3.59,2.95,3.52,3.3,4.1,2.2,2.82,3.47,2.25,2.96,1.99,3.61,2.36,1.52,1.78,2.18
470370182023,182.02.3,3.89,3,3.56,3.81,2.15,1.46,2.23,1.13,1.75,1.38,0.73,1.54,1.51,2.08,0.68,1.25
470370182031,182.03.1,0,0,0,0,0,0,6.54,0,0,0,0,0,0,0,0,0
470370182032,182.03.2,0,0,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0
470370183011,183.01.1,5.3,2.54,7.3,0,2.25,0,0,4.03,3.9,7.55,1.79,1.7,3.25,1.55,1.49,1.43
470370183012,183.01.2,5.83,1.89,1.83,0,0,1.69,3.31,1.61,1.57,0,4.4,1.4,1.34,0,2.47,1.19
470370183013,183.01.3,7.42,6.37,8.68,5.84,3.92,5.74,2.99,2.37,3.92,4.7,5.9,4.41,3.96,2.61,1.49,1.74
470370183014,183.01.4,14.03,5.79,3.72,3.6,5.22,5.05,4.89,4.75,0,0,9.98,1.36,3.92,0,1.21,3.49
470370183021,183.02.1,0,1.77,1.72,1.67,3.25,0,1.54,3,1.46,2.86,2.72,3.9,1.24,2.38,0,1.1
470370184011,184.01.1,2.77,2.28,4.1,5.26,3.87,3.56,2.86,5.23,5.13,4.42,5.07,4.17,3.32,3.05,1.93,3.07
470370184012,184.01.2,4.7,1.7,0.85,2.95,0.42,1.67,1.66,0.83,4.12,1.64,3.52,1.12,1.8,3.46,2.33,3.53
470370184013,184.01.3,6.13,3.44,3.33,2.69,2.08,4.21,2.29,2.07,4.49,3.46,2.21,1.44,2.54,2.21,2.03,2.78
470370184014,184.01.4,3.12,0.66,2.84,1.53,3.31,3.6,0,3.28,1.22,1.39,0,1.28,2.47,2.38,1.15,2.22
