"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"1500000US210670003002","Block Group 2, Census Tract 3, Fayette County, Kentucky","1311","400","1174","346","252","121","902","336","0","11","0","11","0","11","0","11","20","31","0","11","20","31","137","215","137","215","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670003003","Block Group 3, Census Tract 3, Fayette County, Kentucky","661","186","646","177","107","58","536","175","0","11","0","11","0","11","3","10","0","11","0","11","0","11","15","24","0","11","15","24","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670003004","Block Group 4, Census Tract 3, Fayette County, Kentucky","865","277","794","261","259","140","450","219","0","11","0","11","0","11","53","67","32","40","0","11","32","40","71","110","0","11","0","11","0","11","0","11","0","11","71","110","0","11","0","11","0","11"
"1500000US210670004001","Block Group 1, Census Tract 4, Fayette County, Kentucky","818","168","638","169","473","145","157","105","8","12","0","11","0","11","0","11","0","11","0","11","0","11","180","145","180","145","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670004002","Block Group 2, Census Tract 4, Fayette County, Kentucky","840","141","778","133","167","87","546","158","0","11","0","11","0","11","0","11","65","92","0","11","65","92","62","60","55","62","0","11","0","11","0","11","0","11","7","12","0","11","0","11","0","11"
"1500000US210670005001","Block Group 1, Census Tract 5, Fayette County, Kentucky","547","116","547","116","509","117","38","57","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670005002","Block Group 2, Census Tract 5, Fayette County, Kentucky","961","205","961","205","905","209","0","11","22","36","0","11","0","11","0","11","34","33","0","11","34","33","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670005003","Block Group 3, Census Tract 5, Fayette County, Kentucky","819","187","819","187","784","177","0","11","0","11","35","46","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670005004","Block Group 4, Census Tract 5, Fayette County, Kentucky","1009","248","1009","248","904","209","10","16","14","23","0","11","0","11","0","11","81","90","0","11","81","90","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670006001","Block Group 1, Census Tract 6, Fayette County, Kentucky","1538","556","1537","556","1533","555","4","7","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1","2","1","2","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670006002","Block Group 2, Census Tract 6, Fayette County, Kentucky","1547","319","1547","319","1547","319","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670006003","Block Group 3, Census Tract 6, Fayette County, Kentucky","1227","252","1227","252","1227","252","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670007001","Block Group 1, Census Tract 7, Fayette County, Kentucky","1434","331","1355","326","1224","321","58","57","0","11","36","35","0","11","0","11","37","42","0","11","37","42","79","73","65","71","7","10","0","11","0","11","0","11","0","11","7","12","7","12","0","11"
"1500000US210670007002","Block Group 2, Census Tract 7, Fayette County, Kentucky","964","171","940","172","812","164","31","38","0","11","72","97","0","11","5","8","20","28","0","11","20","28","24","32","24","32","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670008011","Block Group 1, Census Tract 8.01, Fayette County, Kentucky","4255","986","4148","982","3198","880","391","122","0","11","353","107","0","11","3","8","203","135","25","31","178","135","107","57","38","42","3","7","0","11","22","18","0","11","43","36","1","4","1","4","0","11"
"1500000US210670008021","Block Group 1, Census Tract 8.02, Fayette County, Kentucky","3391","480","3303","475","2682","419","378","172","41","52","84","40","6","11","11","14","101","47","25","21","76","50","88","57","46","42","10","20","0","11","6","11","0","11","25","27","1","4","1","4","0","11"
"1500000US210670008022","Block Group 2, Census Tract 8.02, Fayette County, Kentucky","1053","211","1053","211","810","192","109","54","0","11","108","77","0","11","0","11","26","32","6","12","20","30","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670009001","Block Group 1, Census Tract 9, Fayette County, Kentucky","1086","278","1076","278","654","190","270","194","0","11","124","108","0","11","0","11","28","43","0","11","28","43","10","16","10","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670009002","Block Group 2, Census Tract 9, Fayette County, Kentucky","3016","585","2969","594","2353","579","271","147","0","11","237","185","0","11","0","11","108","113","0","11","108","113","47","38","37","34","0","11","0","11","0","11","0","11","10","16","0","11","0","11","0","11"
"1500000US210670009003","Block Group 3, Census Tract 9, Fayette County, Kentucky","1360","388","1299","379","1000","361","132","115","0","11","142","95","12","20","0","11","13","23","0","11","13","23","61","85","10","16","0","11","0","11","0","11","0","11","51","83","0","11","0","11","0","11"
"1500000US210670010001","Block Group 1, Census Tract 10, Fayette County, Kentucky","739","203","656","184","263","127","389","167","4","7","0","11","0","11","0","11","0","11","0","11","0","11","83","69","60","61","4","8","0","11","0","11","0","11","0","11","19","29","19","29","0","11"
"1500000US210670010002","Block Group 2, Census Tract 10, Fayette County, Kentucky","801","150","783","149","659","141","51","44","19","17","54","41","0","11","0","11","0","11","0","11","0","11","18","20","18","20","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670011001","Block Group 1, Census Tract 11, Fayette County, Kentucky","1219","381","699","295","104","70","595","282","0","11","0","11","0","11","0","11","0","11","0","11","0","11","520","251","177","188","0","11","14","22","0","11","0","11","329","251","0","11","0","11","0","11"
"1500000US210670011002","Block Group 2, Census Tract 11, Fayette County, Kentucky","1184","395","993","301","232","217","761","217","0","11","0","11","0","11","0","11","0","11","0","11","0","11","191","246","164","242","27","42","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670011003","Block Group 3, Census Tract 11, Fayette County, Kentucky","1036","303","553","166","460","179","81","74","3","7","9","14","0","11","0","11","0","11","0","11","0","11","483","289","171","190","0","11","0","11","0","11","0","11","312","231","0","11","0","11","0","11"
"1500000US210670011004","Block Group 4, Census Tract 11, Fayette County, Kentucky","1154","268","1057","231","171","74","875","233","11","19","0","11","0","11","0","11","0","11","0","11","0","11","97","145","91","144","0","11","0","11","0","11","0","11","6","10","0","11","0","11","0","11"
"1500000US210670013001","Block Group 1, Census Tract 13, Fayette County, Kentucky","992","263","811","225","539","189","217","117","0","11","0","11","0","11","0","11","55","50","0","11","55","50","181","162","123","138","0","11","0","11","0","11","0","11","58","91","0","11","0","11","0","11"
"1500000US210670013002","Block Group 2, Census Tract 13, Fayette County, Kentucky","1252","286","821","267","496","183","289","249","19","21","0","11","0","11","0","11","17","23","0","11","17","23","431","243","310","222","0","11","0","11","0","11","0","11","121","113","0","11","0","11","0","11"
"1500000US210670014001","Block Group 1, Census Tract 14, Fayette County, Kentucky","1179","271","962","247","522","157","366","235","0","11","37","57","0","11","0","11","37","38","0","11","37","38","217","171","202","165","12","17","0","11","0","11","0","11","0","11","3","5","3","5","0","11"
"1500000US210670014002","Block Group 2, Census Tract 14, Fayette County, Kentucky","1265","273","1124","230","793","158","308","177","0","11","5","8","0","11","0","11","18","23","0","11","18","23","141","144","112","135","0","11","0","11","0","11","0","11","0","11","29","29","29","29","0","11"
"1500000US210670015001","Block Group 1, Census Tract 15, Fayette County, Kentucky","897","192","784","158","754","156","30","30","0","11","0","11","0","11","0","11","0","11","0","11","0","11","113","128","98","126","0","11","0","11","0","11","0","11","15","22","0","11","0","11","0","11"
"1500000US210670015002","Block Group 2, Census Tract 15, Fayette County, Kentucky","1171","230","919","156","779","159","100","65","0","11","0","11","0","11","26","36","14","16","0","11","14","16","252","220","238","223","0","11","14","23","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670016001","Block Group 1, Census Tract 16, Fayette County, Kentucky","1626","247","1355","232","971","201","246","131","0","11","28","44","0","11","0","11","110","112","0","11","110","112","271","181","173","141","28","45","0","11","0","11","0","11","62","89","8","14","8","14","0","11"
"1500000US210670016002","Block Group 2, Census Tract 16, Fayette County, Kentucky","874","229","743","217","672","211","54","57","0","11","0","11","0","11","0","11","17","28","0","11","17","28","131","156","131","156","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670017001","Block Group 1, Census Tract 17, Fayette County, Kentucky","502","146","502","146","455","126","0","11","0","11","47","65","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670017002","Block Group 2, Census Tract 17, Fayette County, Kentucky","551","163","551","163","476","152","75","85","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670017003","Block Group 3, Census Tract 17, Fayette County, Kentucky","937","232","937","232","869","243","39","48","0","11","0","11","0","11","0","11","29","48","0","11","29","48","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670018001","Block Group 1, Census Tract 18, Fayette County, Kentucky","1452","243","1408","243","986","199","204","162","7","13","158","104","0","11","0","11","53","37","0","11","53","37","44","61","8","13","36","59","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670018002","Block Group 2, Census Tract 18, Fayette County, Kentucky","1404","309","1388","296","1115","313","35","39","0","11","185","107","0","11","0","11","53","58","0","11","53","58","16","24","16","24","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670019001","Block Group 1, Census Tract 19, Fayette County, Kentucky","3512","484","3277","453","1963","360","921","227","0","11","78","73","0","11","0","11","315","170","0","11","315","170","235","204","20","21","0","11","0","11","0","11","0","11","140","188","75","79","46","68","29","28"
"1500000US210670019002","Block Group 2, Census Tract 19, Fayette County, Kentucky","1597","361","1407","331","1353","335","25","40","0","11","0","11","0","11","0","11","29","56","0","11","29","56","190","179","51","73","0","11","0","11","24","37","0","11","95","135","20","26","4","10","16","25"
"1500000US210670020011","Block Group 1, Census Tract 20.01, Fayette County, Kentucky","1868","665","911","480","641","422","117","97","0","11","0","11","0","11","0","11","153","174","0","11","153","174","957","527","0","11","0","11","0","11","0","11","0","11","957","527","0","11","0","11","0","11"
"1500000US210670020012","Block Group 2, Census Tract 20.01, Fayette County, Kentucky","569","256","366","162","193","84","129","119","0","11","0","11","0","11","0","11","44","69","0","11","44","69","203","224","0","11","0","11","0","11","0","11","0","11","203","224","0","11","0","11","0","11"
"1500000US210670020013","Block Group 3, Census Tract 20.01, Fayette County, Kentucky","2448","506","1394","285","1069","252","262","161","0","11","28","32","0","11","0","11","35","36","24","29","11","19","1054","487","251","207","0","11","0","11","0","11","0","11","785","458","18","30","18","30","0","11"
"1500000US210670020021","Block Group 1, Census Tract 20.02, Fayette County, Kentucky","867","280","344","112","325","105","19","21","0","11","0","11","0","11","0","11","0","11","0","11","0","11","523","271","134","121","0","11","64","93","0","11","0","11","325","245","0","11","0","11","0","11"
"1500000US210670020022","Block Group 2, Census Tract 20.02, Fayette County, Kentucky","1518","307","973","214","703","178","265","111","0","11","2","5","0","11","0","11","3","4","0","11","3","4","545","276","61","61","25","31","0","11","0","11","0","11","459","274","0","11","0","11","0","11"
"1500000US210670022001","Block Group 1, Census Tract 22, Fayette County, Kentucky","733","123","722","120","693","123","17","17","0","11","3","5","0","11","9","13","0","11","0","11","0","11","11","11","0","11","6","8","0","11","0","11","0","11","0","11","5","8","0","11","5","8"
"1500000US210670022002","Block Group 2, Census Tract 22, Fayette County, Kentucky","1126","204","991","203","613","118","145","98","0","11","178","149","55","61","0","11","0","11","0","11","0","11","135","160","24","31","0","11","0","11","0","11","0","11","111","160","0","11","0","11","0","11"
"1500000US210670023021","Block Group 1, Census Tract 23.02, Fayette County, Kentucky","1715","326","1662","330","1545","312","16","25","0","11","27","33","0","11","0","11","74","100","0","11","74","100","53","65","53","65","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670023022","Block Group 2, Census Tract 23.02, Fayette County, Kentucky","1534","291","1534","291","1252","252","0","11","0","11","258","192","0","11","0","11","24","39","0","11","24","39","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670023023","Block Group 3, Census Tract 23.02, Fayette County, Kentucky","2008","336","2008","336","1932","341","66","69","0","11","10","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670023031","Block Group 1, Census Tract 23.03, Fayette County, Kentucky","1180","330","1119","330","673","244","128","134","125","167","193","287","0","11","0","11","0","11","0","11","0","11","61","82","61","82","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670023032","Block Group 2, Census Tract 23.03, Fayette County, Kentucky","918","348","918","348","585","185","266","308","38","48","0","11","0","11","0","11","29","46","0","11","29","46","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670023033","Block Group 3, Census Tract 23.03, Fayette County, Kentucky","1402","306","1347","308","1320","303","0","11","0","11","12","22","0","11","15","26","0","11","0","11","0","11","55","91","0","11","0","11","0","11","0","11","0","11","55","91","0","11","0","11","0","11"
"1500000US210670024001","Block Group 1, Census Tract 24, Fayette County, Kentucky","2124","335","2056","332","1459","313","99","97","0","11","482","145","0","11","0","11","16","23","0","11","16","23","68","49","32","38","0","11","0","11","0","11","0","11","36","33","0","11","0","11","0","11"
"1500000US210670023034","Block Group 4, Census Tract 23.03, Fayette County, Kentucky","663","248","663","248","608","244","0","11","0","11","55","61","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670023041","Block Group 1, Census Tract 23.04, Fayette County, Kentucky","1438","154","1421","153","1390","151","10","14","0","11","0","11","0","11","0","11","21","24","0","11","21","24","17","27","17","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670023042","Block Group 2, Census Tract 23.04, Fayette County, Kentucky","602","132","589","134","589","134","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","13","19","13","19","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670024002","Block Group 2, Census Tract 24, Fayette County, Kentucky","713","152","713","152","588","158","60","80","0","11","51","73","0","11","0","11","14","21","0","11","14","21","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670024003","Block Group 3, Census Tract 24, Fayette County, Kentucky","706","140","688","133","657","133","31","34","0","11","0","11","0","11","0","11","0","11","0","11","0","11","18","20","9","15","0","11","0","11","0","11","0","11","9","15","0","11","0","11","0","11"
"1500000US210670024004","Block Group 4, Census Tract 24, Fayette County, Kentucky","707","155","707","155","677","150","0","11","0","11","8","12","0","11","0","11","22","26","0","11","22","26","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670025001","Block Group 1, Census Tract 25, Fayette County, Kentucky","953","183","944","185","944","185","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","16","9","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670025002","Block Group 2, Census Tract 25, Fayette County, Kentucky","1044","253","1044","253","1044","253","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670025003","Block Group 3, Census Tract 25, Fayette County, Kentucky","1842","380","1842","380","1735","378","0","11","0","11","91","71","0","11","0","11","16","25","0","11","16","25","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670026001","Block Group 1, Census Tract 26, Fayette County, Kentucky","1309","291","1291","282","1122","273","55","37","0","11","90","121","0","11","0","11","24","39","0","11","24","39","18","47","0","11","0","11","0","11","0","11","0","11","4","10","14","38","14","38","0","11"
"1500000US210670026002","Block Group 2, Census Tract 26, Fayette County, Kentucky","790","258","790","258","705","242","85","97","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670026003","Block Group 3, Census Tract 26, Fayette County, Kentucky","1354","341","1354","341","1297","343","0","11","0","11","8","15","0","11","34","55","15","26","0","11","15","26","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670026004","Block Group 4, Census Tract 26, Fayette County, Kentucky","664","180","495","182","495","182","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","169","145","66","106","0","11","0","11","0","11","0","11","103","109","0","11","0","11","0","11"
"1500000US210670026005","Block Group 5, Census Tract 26, Fayette County, Kentucky","752","321","629","282","479","218","113","160","0","11","19","32","0","11","0","11","18","28","0","11","18","28","123","191","0","11","0","11","0","11","0","11","0","11","123","191","0","11","0","11","0","11"
"1500000US210670027001","Block Group 1, Census Tract 27, Fayette County, Kentucky","1030","206","1030","206","937","192","76","84","0","11","9","13","0","11","0","11","8","14","0","11","8","14","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670027002","Block Group 2, Census Tract 27, Fayette County, Kentucky","1688","280","1634","284","1283","232","108","84","78","107","92","71","0","11","0","11","73","82","0","11","73","82","54","56","5","7","0","11","0","11","0","11","0","11","49","56","0","11","0","11","0","11"
"1500000US210670027003","Block Group 3, Census Tract 27, Fayette County, Kentucky","1105","161","1105","161","1015","161","49","43","0","11","18","28","0","11","0","11","23","27","0","11","23","27","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670028001","Block Group 1, Census Tract 28, Fayette County, Kentucky","2189","298","2100","278","1990","274","65","66","0","11","2","8","0","11","0","11","43","41","0","11","43","41","89","98","68","92","0","11","0","11","0","11","0","11","0","11","21","25","0","11","21","25"
"1500000US210670028002","Block Group 2, Census Tract 28, Fayette County, Kentucky","1515","301","1250","239","1123","242","0","11","0","11","94","76","0","11","0","11","33","28","10","19","23","23","265","219","143","155","0","11","0","11","0","11","0","11","104","130","18","23","18","23","0","11"
"1500000US210670029001","Block Group 1, Census Tract 29, Fayette County, Kentucky","944","256","936","260","878","215","49","64","0","11","0","11","0","11","0","11","9","15","0","11","9","15","8","12","8","12","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670029002","Block Group 2, Census Tract 29, Fayette County, Kentucky","1496","200","1496","200","1490","199","0","11","0","11","0","11","0","11","0","11","6","11","0","11","6","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670029003","Block Group 3, Census Tract 29, Fayette County, Kentucky","1613","260","1499","272","1393","270","0","11","0","11","61","56","0","11","0","11","45","46","0","11","45","46","114","145","9","15","0","11","0","11","0","11","0","11","105","145","0","11","0","11","0","11"
"1500000US210670030001","Block Group 1, Census Tract 30, Fayette County, Kentucky","1317","397","899","160","786","156","100","67","0","11","13","21","0","11","0","11","0","11","0","11","0","11","418","378","97","147","0","11","0","11","0","11","0","11","321","356","0","11","0","11","0","11"
"1500000US210670030002","Block Group 2, Census Tract 30, Fayette County, Kentucky","1102","428","1094","430","952","437","61","76","0","11","30","48","0","11","0","11","51","83","0","11","51","83","8","13","8","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670030003","Block Group 3, Census Tract 30, Fayette County, Kentucky","849","300","830","302","793","306","0","11","0","11","13","21","0","11","0","11","24","38","0","11","24","38","19","30","19","30","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670030004","Block Group 4, Census Tract 30, Fayette County, Kentucky","1081","487","1081","487","1074","488","1","3","0","11","0","11","0","11","0","11","6","13","0","11","6","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670030005","Block Group 5, Census Tract 30, Fayette County, Kentucky","1999","396","1037","267","873","271","58","72","16","24","66","81","0","11","0","11","24","31","0","11","24","31","962","406","0","11","0","11","176","260","0","11","0","11","786","304","0","11","0","11","0","11"
"1500000US210670031011","Block Group 1, Census Tract 31.01, Fayette County, Kentucky","1441","243","1353","242","1207","256","135","95","0","11","9","15","0","11","0","11","2","4","0","11","2","4","88","73","86","74","0","11","0","11","0","11","0","11","0","11","2","4","2","4","0","11"
"1500000US210670031012","Block Group 2, Census Tract 31.01, Fayette County, Kentucky","1458","226","1443","225","923","196","489","142","0","11","0","11","0","11","0","11","31","38","0","11","31","38","15","26","15","26","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670031021","Block Group 1, Census Tract 31.02, Fayette County, Kentucky","1375","220","1375","220","298","147","907","192","0","11","0","11","5","10","0","11","165","117","13","18","152","115","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670031022","Block Group 2, Census Tract 31.02, Fayette County, Kentucky","1025","155","984","161","857","144","127","85","0","11","0","11","0","11","0","11","0","11","0","11","0","11","41","43","41","43","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1500000US210670032011","Block Group 1, Census Tract 32.01, Fayette County, Kentucky","1304","216","1304","216","1198","220","62","52","0","11","0","11","0","11","0","11","44","57","0","11","44","57","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
